Participant,Age,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,CompAcc,Condition,RestrictorType,RestrictorPosition,MENRestr,MAXRestr,MENRestrType,MAXRestrType,Context,ContextRT,LOOK_SEEM,CompRT,has_comp
49,35,92,78,fill,118.1,138.6,150.79999999999998,135,84.6,I drank from,the most well-known,fountain,"in Bern,",so it was a lovely time.,0,FILL,FILL,FILL,in Bern,in Switzerland,country,city,"I got home yesterday from a lovely two-week stay in Switzerland. You won't believe it! Apparently,",621.5,NA,NA,NQ
49,35,93,30,exp,134.7,218,184.6,202,234.9,Every,square,in Florence,"seemed busy,",so I didn't know what to do.,0,INT-MEN,MEN,INT,in Florence,in the blog,city,blog,I was reading a blog to get some ideas for busy squares to explore in Florence and other cities.,1155.2,seemed,NA,NQ
49,35,94,39,exp,150.7,133.6,150.79999999999998,167.2,218,Every,lake,looked pristine,"on the app,",so there was plenty of choice.,0,EXT-MAX,MAX,EXT,in Australia,on the app,country,app,I was on a travel app researching pristine lakes to enjoy in Australia and other countries.,874.3,looked,NA,NQ
49,35,95,112,fill,132.39999999999998,141.3,134.9,124.10000000000001,139.2,I ate,the best,sushi,"in Japan,",so I really enjoyed it.,0,FILL,FILL,FILL,in Japan,in Kyoto,city,country,"I'm just back from a week-long trip in Kyoto. I'm really pleased! According to my friends,",1284.8999999999999,NA,NA,NQ
49,35,96,103,fill,111.9,168,151.10000000000002,142.1,134.6,I bought,the most fashionable,jacket,"in Russia,",so it was a lovely time.,1,FILL,FILL,FILL,in Russia,in St. Petersburg,city,country,"I'm just back from a lovely two-week stay in St. Petersburg. I'm really pleased! According to locals,",767.4,NA,1489.7,1
49,35,97,47,exp,134,301.8,143,171.4,485.09999999999997,Every,chalet,looked pleasant,"on the website,",so I had some deciding to do.,1,EXT-MAX,MAX,EXT,in Denmark,on the website,country,website,I was on a website trying to find pleasant chalets to stay at in Denmark and other countries.,1030.7,looked,1535.1999999999998,1
49,35,98,119,fill,141.6,262.2,325.79999999999995,215.5,492.59999999999997,I got to enjoy,the most remote,hot spring,"in Hungary,",so it was a lovely time.,0,FILL,FILL,FILL,in Hungary,in Debrecen,city,country,"I've just returned from a great holiday in Debrecen. I was really shocked. According to locals,",800.9,NA,NA,NQ
49,35,99,75,fill,418,127.6,151,300.8,518.2,I rented,the priciest,car available,"in Stockholm,",so I made some nice memories.,0,FILL,FILL,FILL,in Stockholm,in Sweden,country,city,"I got home yesterday from a short vacation in Sweden. You won't believe it! According to locals,",1234.3,NA,NA,NQ
49,35,100,60,exp,124.60000000000001,251.6,167.3,215.4,228,Every,neighbourhood,seemed bustling,"in Tokyo,",so I didn't know what to do.,1,EXT-MEN,MEN,EXT,in Tokyo,in the blog,city,blog,I was reading a blog to get some ideas for bustling neighbourhoods to explore in Tokyo and other cities.,751.4,seemed,1193.2,1
49,35,101,40,exp,361.4,129,150.4,289.2,484.09999999999997,Every,garden,seemed colourful,"in Zagreb,",so there was plenty of choice.,0,EXT-MEN,MEN,EXT,in Zagreb,in the blog,city,blog,I was reading a blog to get some ideas for colourful gardens to explore in Zagreb and other cities.,1851.5,seemed,NA,NQ
49,35,102,21,exp,155.4,265.40000000000003,150.29999999999998,164,155.20000000000002,Every,building,in the brochure,"looked unique,",so I knew just where to go.,0,INT-MAX,MAX,INT,in Switzerland,in the brochure,country,brochure,I was flicking through a holiday brochure to find unique buildings to visit in Switzerland and other countries.,749.4,looked,NA,NQ
49,35,103,86,fill,513.5,168.3,153.70000000000002,382.2,388.2,I walked across,the most famous,bridge,"in Lisbon,",so I really enjoyed it.,1,FILL,FILL,FILL,in Lisbon,in Portugal,country,city,"I've just returned from a well-earned break in Portugal. I was really shocked. Apparently,",2063.8999999999996,NA,1027.9,1
49,35,104,77,fill,185.79999999999998,197.9,215,212.9,440.8,I sunbathed,the longest,beach,"in Mumbai,",so I'm glad I went.,0,FILL,FILL,FILL,in Mumbai,in India,country,city,"I've just returned from a week-long trip in India. I was really shocked. Allegedly,",1317.3999999999999,NA,NA,NQ
49,35,105,29,exp,247.29999999999998,206.1,164,165.7,220.5,Every,shop,on the app,"looked trendy,",so I didn't know what to do.,0,INT-MAX,MAX,INT,in Hungary,on the app,country,app,I was on a travel app researching trendy shops to enjoy in Hungary and other countries.,850.3,looked,NA,NQ
49,35,106,102,fill,136.4,175.6,147.2,335.3,361,I got to taste,the most authentic,gelato,"in Canada,",so I really enjoyed it.,0,FILL,FILL,FILL,in Canada,in Ottawa,city,country,"I got home yesterday from a week-long trip in Ottawa. You won't believe it! Apparently,",828.3000000000001,NA,NA,NQ
49,35,107,85,fill,148.10000000000002,265.1,148.5,155.70000000000002,202.9,I went up,the newest,skyscraper,"in Istanbul,",so I made some nice memories.,0,FILL,FILL,FILL,in Istanbul,in Turkey,country,city,"I'm just back from a short vacation in Turkey. I'm really pleased! Allegedly,",750,NA,NA,NQ
49,35,108,62,fill,156,170,162.8,262.7,150.5,I experienced,the hottest,day on record,"in Bordeaux,",so it was a lovely time.,0,FILL,FILL,FILL,in Bordeaux,in France,country,city,"I've just returned from a week-long trip in France. I was really shocked. Apparently,",651.3,NA,NA,NQ
49,35,109,5,exp,249.6,147.7,147.7,112.8,397.5,Every,market,in the blog,"looked exciting,",so I booked straightaway.,0,INT-MAX,MAX,INT,in Scotland,in the blog,country,blog,I was reading a blog to get some ideas for exciting markets to explore in Scotland and other countries.,1065.5,looked,NA,NQ
49,35,110,55,exp,361.20000000000005,154.79999999999998,158.6,169.1,265.29999999999995,Every,forest,looked sprawling,"in the blog,",so I didn't know what to do.,1,EXT-MAX,MAX,EXT,in Austria,in the blog,country,blog,I was reading a blog to get some ideas for sprawling forests to explore in Austria and other countries.,707.8,looked,1325.1,1
49,35,111,37,exp,185.6,163.20000000000002,143.5,375.5,466.3,Every,villa,on the website,"looked stunning,",so there was plenty of choice.,0,INT-MAX,MAX,INT,in Egypt,on the website,country,website,I was on a website trying to find stunning villas to stay at in Egypt and other countries.,1054.5,looked,NA,NQ
49,35,112,9,exp,200.5,148.60000000000002,182.7,364.70000000000005,365.20000000000005,Every,view,on the app,"looked breathtaking,",so there was plenty of choice.,0,INT-MAX,MAX,INT,in Japan,on the app,country,app,I was on a travel app researching breathtaking views to enjoy in Japan and other countries.,430.9,looked,NA,NQ
49,35,113,104,fill,504.4,169.7,341.9,314.8,463.1,I got a room at,the fanciest,boutique hotel,"in Australia,",so I made some nice memories.,1,FILL,FILL,FILL,in Australia,in Perth,city,country,"I've just returned from a great holiday in Perth. I was really shocked. According to my friends,",368.8,NA,1344.3,1
49,35,114,14,exp,138.7,160.20000000000002,162.39999999999998,277.3,253.6,Every,tour,in Budapest,"seemed relaxing,",so I had some deciding to do.,1,INT-MEN,MEN,INT,in Budapest,on the app,city,app,I was on a travel app researching relaxing tours to enjoy in Budapest and other cities.,879,seemed,827,1
49,35,115,61,fill,301.20000000000005,152,136.7,164.39999999999998,150.7,I climbed,the tallest,building,"in New York,",so I'm glad I went.,0,FILL,FILL,FILL,in New York,in the US,country,city,"I'm just back from a well-earned break in the US. I'm really pleased! Allegedly,",921.6,NA,NA,NQ
49,35,116,6,exp,162.3,157.20000000000002,157.4,143.1,146.8,Every,monument,in Edinburgh,"seemed interesting,",so I booked straightaway.,1,INT-MEN,MEN,INT,in Edinburgh,in the brochure,city,brochure,I was flicking through a holiday brochure to find interesting monuments to visit in Edinburgh and other cities.,794.5,seemed,1000.4,1
49,35,117,8,exp,151.4,152.79999999999998,152.7,171.1,164.6,Every,hotel,seemed luxurious,"in Rome,",so there was plenty of choice.,0,EXT-MEN,MEN,EXT,in Rome,in the vlog,city,vlog,I was watching a vlog for inspiration for luxurious hotels to try out in Rome and other cities.,813.1,seemed,NA,NQ
49,35,118,22,exp,183.9,236.5,163.1,153.29999999999998,480.9,Every,cottage,in Durham,"seemed charming,",so I knew just where to go.,1,INT-MEN,MEN,INT,in Durham,on the website,city,website,I was on a website trying to find charming cottages to stay at in Durham and other cities.,790.3,seemed,1185.2,1
49,35,119,107,fill,151.79999999999998,146.7,101.9,147.4,138.4,I enjoyed,the cheapest,vegan food,"in India,",so I made some nice memories.,0,FILL,FILL,FILL,in India,in Delhi,city,country,"I've just returned from a week-long trip in Delhi. I was really shocked. According to locals,",921.5,NA,NA,NQ
49,35,120,76,fill,113.8,162.89999999999998,164.1,178.9,153.2,I visited,the smallest,coffee shop,"in São Paulo,",so I really enjoyed it.,1,FILL,FILL,FILL,in São Paulo,in Brazil,country,city,"I'm just back from a well-earned break in Brazil. I'm really pleased! According to my friends,",1211.3,NA,896.4,1
53,30,1,7,exp,920,342.8,371.5,365.59999999999997,359.70000000000005,Every,museum,on the website,"looked cool,",so there was plenty of choice.,0,INT-MAX,MAX,INT,in Portugal,on the website,country,website,I was on a website trying to find cool museums to visit in Portugal and other countries.,3294.6,looked,NA,NQ
53,30,2,81,fill,702.5,499.59999999999997,296.4,305.4,419.59999999999997,I visited,the most ancient,temple,"in Bangkok,",so it was a lovely time.,0,FILL,FILL,FILL,in Bangkok,in Thailand,country,city,"I got home yesterday from a well-earned break in Thailand. You won't believe it! Allegedly,",5308.2,NA,NA,NQ
53,30,3,87,fill,377.8,254.6,255.1,332.8,437.59999999999997,I sailed down,the widest,river,"in Dublin,",so it was a lovely time.,1,FILL,FILL,FILL,in Dublin,in Ireland,country,city,"I got home yesterday from a week-long trip in Ireland. You won't believe it! According to locals,",2114.7,NA,1494.1,1
53,30,4,74,fill,392.79999999999995,211.79999999999998,239.4,315.59999999999997,369.09999999999997,I tasted,the most unique,beer,"in Melbourne,",so it was a lovely time.,0,FILL,FILL,FILL,in Melbourne,in Australia,country,city,"I've just returned from a great holiday in Australia. I was really shocked. Apparently,",3843,NA,NA,NQ
53,30,5,117,fill,1861.3,365.59999999999997,269.3,352.9,515,I went to a gig by,the most famous,band,"in Ireland,",so I made some nice memories.,0,FILL,FILL,FILL,in Ireland,in Galway,city,country,"I got home yesterday from a week-long trip in Galway. You won't believe it! Allegedly,",3315.1000000000004,NA,NA,NQ
53,30,6,58,exp,778,529.9000000000001,295.09999999999997,387.2,515.5,Every,bistro,seemed popular,"in Leeds,",so I didn't know what to do.,0,EXT-MEN,MEN,EXT,in Leeds,in the vlog,city,vlog,I was watching a vlog for inspiration for popular bistros to try out in Leeds and other cities.,9706.699999999999,seemed,NA,NQ
53,30,7,80,fill,279.4,187.70000000000002,304.09999999999997,313.5,394.7,I got to enjoy,the tastiest,curry,"in Bogotá,",so I really enjoyed it.,0,FILL,FILL,FILL,in Bogotá,in Colombia,country,city,"I've just returned from a short vacation in Colombia. I was really shocked. According to my friends,",4377.7,NA,NA,NQ
53,30,8,85,fill,297.09999999999997,260.40000000000003,314.7,333.8,413.9,I went up,the newest,skyscraper,"in Istanbul,",so I made some nice memories.,0,FILL,FILL,FILL,in Istanbul,in Turkey,country,city,"I'm just back from a short vacation in Turkey. I'm really pleased! Allegedly,",1376.3000000000002,NA,NA,NQ
53,30,9,111,fill,387.29999999999995,302.4,231.7,280.7,361.4,I got to experience,the most vibrant,nightlife,"in Thailand,",so I made some nice memories.,0,FILL,FILL,FILL,in Thailand,in Phuket,city,country,"I got home yesterday from a well-earned break in Phuket. You won't believe it! According to locals,",2731.1,NA,NA,NQ
53,30,10,1,exp,349.8,184,286.4,296,345.5,Every,beach,looked beautiful,"in the brochure,",so I booked straightaway.,1,EXT-MAX,MAX,EXT,in Spain,in the brochure,country,brochure,I was flicking through a holiday brochure to find beautiful beaches to visit in Spain and other countries.,5027.3,looked,1485.5,1
53,30,11,5,exp,340.8,162.1,133.3,315.59999999999997,449.1,Every,market,looked exciting,"in the blog,",so I booked straightaway.,0,EXT-MAX,MAX,EXT,in Scotland,in the blog,country,blog,I was reading a blog to get some ideas for exciting markets to explore in Scotland and other countries.,8076.5999999999995,looked,NA,NQ
53,30,12,108,fill,317.7,185.29999999999998,145.1,170,331.6,I ordered,the most alcoholic,cocktail,"in Switzerland,",so I really enjoyed it.,0,FILL,FILL,FILL,in Switzerland,in Zürich,city,country,"I got home yesterday from a lovely two-week stay in Zürich. You won't believe it! According to my friends,",583.2,NA,NA,NQ
53,30,13,113,fill,145.5,134.7,147,131.39999999999998,405,I got to explore,the most convoluted,caves,"in Spain,",so it was a lovely time.,0,FILL,FILL,FILL,in Spain,in Tenerife,city,country,"I've just returned from a lovely two-week stay in Tenerife. I was really shocked. Allegedly,",1759.2,NA,NA,NQ
53,30,14,30,exp,139.2,149.29999999999998,150.29999999999998,252.2,337.1,Every,square,seemed busy,"in Florence,",so I didn't know what to do.,0,EXT-MEN,MEN,EXT,in Florence,in the blog,city,blog,I was reading a blog to get some ideas for busy squares to explore in Florence and other cities.,1724.1,seemed,NA,NQ
53,30,15,53,exp,151.10000000000002,146.3,143.1,141.8,174.5,Every,rollercoaster,looked thrilling,"in the vlog,",so I knew just where to go.,1,EXT-MAX,MAX,EXT,in Belgium,in the vlog,country,vlog,I was watching a vlog for inspiration for thrilling rollercoasters to try out in Belgium and other countries.,2297,looked,2475.9,1
53,30,16,34,exp,140.7,159.3,153.29999999999998,104.89999999999999,199.4,Every,excursion,seemed unique,"in Bucharest,",so I booked straightaway.,0,EXT-MEN,MEN,EXT,in Bucharest,on the app,city,app,I was on a travel app researching unique excursions to enjoy in Bucharest and other cities.,1726.9,seemed,NA,NQ
53,30,17,27,exp,198.3,161,135.4,145.6,95.2,Every,cabin,on the website,"looked peaceful,",so I didn't know what to do.,1,INT-MAX,MAX,INT,in Poland,on the website,country,website,I was on a website trying to find peaceful cabins to stay at in Poland and other countries.,1438.3,looked,2042.8000000000002,1
53,30,18,16,exp,1705,162.6,151.4,130.89999999999998,345,Every,gallery,in Venice,"seemed high-end,",so I had some deciding to do.,1,INT-MEN,MEN,INT,in Venice,in the brochure,city,brochure,I was flicking through a holiday brochure to find high-end galleries to visit in Venice and other cities.,1674.3,seemed,1879.6,1
53,30,19,93,fill,218.29999999999998,163,136,136.3,291.4,I took,the highest,helicopter ride,"in Italy,",so I'm glad I went.,0,FILL,FILL,FILL,in Italy,in Milan,city,country,"I got home yesterday from a lovely two-week stay in Milan. You won't believe it! Allegedly,",1766.6,NA,NA,NQ
53,30,20,95,fill,187.1,229.9,167.5,148.60000000000002,138.9,I went to,the very first,pub,"in England,",so I made some nice memories.,0,FILL,FILL,FILL,in England,in Lancaster,city,country,"I've just returned from a short vacation in Lancaster. I was really shocked. According to locals,",1937.3,NA,NA,NQ
53,30,21,12,exp,187.6,165.20000000000002,144.4,145.2,173.1,Every,B&B,in Cardiff,"seemed cheap,",so there was plenty of choice.,0,INT-MEN,MEN,INT,in Cardiff,on the website,city,website,I was on a website trying to find cheap B&Bs to stay at in Cardiff and other cities.,1300,seemed,NA,NQ
53,30,22,118,fill,249.20000000000002,178,144,116.7,145.5,I walked along,the straightest,canal path,"in Wales,",so I really enjoyed it.,0,FILL,FILL,FILL,in Wales,in Bangor,city,country,"I'm just back from a lovely two-week stay in Bangor. I'm really pleased! Apparently,",3779.7999999999997,NA,NA,NQ
53,30,23,89,fill,599.3000000000001,157.4,133.39999999999998,170.4,435.09999999999997,I had,the finest,seafood,"in Budapest,",so I really enjoyed it.,0,FILL,FILL,FILL,in Budapest,in Hungary,country,city,"I've just returned from a great holiday in Hungary. I was really shocked. Allegedly,",1889.6,NA,NA,NQ
53,30,24,20,exp,161.20000000000002,140.2,168.5,144.9,355.3,Every,church,in Belfast,"seemed ornate,",so I knew just where to go.,0,INT-MEN,MEN,INT,in Belfast,in the blog,city,blog,I was reading a blog to get some ideas for ornate churches to explore in Belfast and other cities.,1700.9,seemed,1330.5,1
53,30,25,109,fill,154.70000000000002,128.39999999999998,134,128.89999999999998,373.8,I went on,the most scenic,boat trip,"in Greece,",so I'm glad I went.,0,FILL,FILL,FILL,in Greece,in Corfu,city,country,"I'm just back from a great holiday in Corfu. I'm really pleased! Allegedly,",3091.2999999999997,NA,NA,NQ
53,30,26,83,fill,152.29999999999998,138.5,152.29999999999998,134.1,113.4,I rode,the biggest,rollercoaster,"in Malaga,",so I really enjoyed it.,1,FILL,FILL,FILL,in Malaga,in Spain,country,city,"I've just returned from a lovely two-week stay in Spain. I was really shocked. According to locals,",757.4,NA,1198.5,1
53,30,27,119,fill,152.60000000000002,151.29999999999998,130.3,137.1,148.2,I got to enjoy,the most remote,hot spring,"in Hungary,",so it was a lovely time.,0,FILL,FILL,FILL,in Hungary,in Debrecen,city,country,"I've just returned from a great holiday in Debrecen. I was really shocked. According to locals,",1999,NA,NA,NQ
53,30,28,64,fill,305,146.5,143,142.8,343.2,I stayed at,the most luxurious,hotel,"in Berlin,",so I really enjoyed it.,1,FILL,FILL,FILL,in Berlin,in Germany,country,city,"I'm just back from a great holiday in Germany. I'm really pleased! According to my friends,",866.3,NA,1393.8999999999999,1
53,30,29,97,fill,399.2,321.2,186.29999999999998,179.4,352.2,I visited,the most historical,monument,"in Austria,",so it was a lovely time.,0,FILL,FILL,FILL,in Austria,in Salzburg,city,country,"I'm just back from a week-long trip in Salzburg. I'm really pleased! Allegedly,",1228.3999999999999,NA,NA,NQ
53,30,30,3,exp,153.29999999999998,162.1,138.2,147.4,345.7,Every,restaurant,in the vlog,"looked fancy,",so I booked straightaway.,0,INT-MAX,MAX,INT,in Italy,in the vlog,country,vlog,I was watching a vlog for inspiration for fancy restaurants to try out in Italy and other countries.,1726.5,looked,NA,NQ
53,30,31,48,exp,479.6,136.9,157.4,146.7,325.40000000000003,Every,castle,in Istanbul,"seemed well-maintained,",so I had some deciding to do.,0,INT-MEN,MEN,INT,in Istanbul,in the vlog,city,vlog,I was watching a vlog for inspiration for well-maintained castles to try out in Istanbul and other cities.,104.4,seemed,NA,NQ
53,30,32,115,fill,207.1,150.79999999999998,142.2,261.1,314.7,I got to see,the biggest,Mosque minaret,"in Turkey,",so I really enjoyed it.,0,FILL,FILL,FILL,in Turkey,in Antalya,city,country,"I'm just back from a short vacation in Antalya. I'm really pleased! According to locals,",3450.7,NA,NA,NQ
53,30,33,33,exp,213.9,150,129.3,301.09999999999997,331.4,Every,zoo,looked responsible,"in the vlog,",so I booked straightaway.,0,EXT-MAX,MAX,EXT,in Thailand,in the vlog,country,vlog,I was watching a vlog for inspiration for responsible zoos to try out in Thailand and other countries.,11022.1,looked,NA,NQ
53,30,34,31,exp,122.1,146.5,144.2,117.1,358.59999999999997,Every,bridge,in the brochure,"looked amazing,",so I booked straightaway.,0,INT-MAX,MAX,INT,in Argentina,in the brochure,country,brochure,I was flicking through a holiday brochure to find amazing bridges to visit in Argentina and other countries.,2276.3,looked,NA,NQ
53,30,35,69,fill,132.89999999999998,154.1,130.70000000000002,132.70000000000002,398.6,I was able to take photos of,the rarest,bird,"in Aberdeen,",so I made some nice memories.,0,FILL,FILL,FILL,in Aberdeen,in Scotland,country,city,"I got home yesterday from a great holiday in Scotland. You won't believe it! Allegedly,",1745.1000000000001,NA,NA,NQ
53,30,36,8,exp,219.4,150.10000000000002,146.1,133.1,392.79999999999995,Every,hotel,in Rome,"seemed luxurious,",so there was plenty of choice.,0,INT-MEN,MEN,INT,in Rome,in the vlog,city,vlog,I was watching a vlog for inspiration for luxurious hotels to try out in Rome and other cities.,3337.4,seemed,NA,NQ
53,30,37,112,fill,163.6,148.10000000000002,137.3,127.8,114.9,I ate,the best,sushi,"in Japan,",so I really enjoyed it.,0,FILL,FILL,FILL,in Japan,in Kyoto,city,country,"I'm just back from a week-long trip in Kyoto. I'm really pleased! According to my friends,",1221.7,NA,NA,NQ
53,30,38,11,exp,155.1,137,128.5,282,420,Every,village,in the brochure,"looked quaint,",so there was plenty of choice.,1,INT-MAX,MAX,INT,in Slovenia,in the brochure,country,brochure,I was flicking through a holiday brochure to find quaint vilages to visit in Slovenia and other countries.,2302.2999999999997,looked,1291.5,1
53,30,39,82,fill,235.1,171.6,159.5,137.3,447.7,I swam in,the largest,swimming pool,"in Tokyo,",so I made some nice memories.,1,FILL,FILL,FILL,in Tokyo,in Japan,country,city,"I'm just back from a week-long trip in Japan. I'm really pleased! Apparently,",1303.1,NA,812.2,1
53,30,40,50,exp,131,144.8,125.1,207.1,331.6,Every,temple,seemed fantastic,"in Sydney,",so I knew just where to go.,0,EXT-MEN,MEN,EXT,in Sydney,in the blog,city,blog,I was reading a blog to get some ideas for fantastic temples to explore in Sydney and other cities.,5384.8,seemed,NA,NQ
53,30,41,22,exp,135.6,147.60000000000002,150.2,136.8,352,Every,cottage,seemed charming,"in Durham,",so I knew just where to go.,1,EXT-MEN,MEN,EXT,in Durham,on the website,city,website,I was on a website trying to find charming cottages to stay at in Durham and other cities.,996.3,seemed,1510.8999999999999,1
53,30,42,15,exp,155.79999999999998,156,163.5,151.9,156.4,Every,town,in the blog,"looked pretty,",so I had some deciding to do.,0,INT-MAX,MAX,INT,in Peru,in the blog,country,blog,I was reading a blog to get some ideas for pretty towns to explore in Peru and other countries.,413.6,looked,NA,NQ
53,30,43,59,exp,143.9,151.79999999999998,162.70000000000002,131.20000000000002,132.6,Every,trek,on the app,"looked challenging,",so I didn't know what to do.,1,INT-MAX,MAX,INT,in Thailand,on the app,country,app,I was on a travel app researching challenging treks to enjoy in Thailand and other countries.,781.4,looked,1249.5,1
53,30,44,14,exp,142.9,155.5,153,147.2,134.3,Every,tour,seemed relaxing,"in Budapest,",so I had some deciding to do.,1,EXT-MEN,MEN,EXT,in Budapest,on the app,city,app,I was on a travel app researching relaxing tours to enjoy in Budapest and other cities.,1206.8000000000002,seemed,1659.8,1
53,30,45,84,fill,135.3,168.4,146.9,147.7,130,I stayed at,the cleanest,hostel,"in Marrakesh,",so I'm glad I went.,0,FILL,FILL,FILL,in Marrakesh,in Morrocco,country,city,"I got home yesterday from a great holiday in Morrocco. You won't believe it! According to my friends,",1663.1,NA,NA,NQ
53,30,46,41,exp,118,162.8,138.7,162.70000000000002,121.1,Every,waterfall,looked gorgeous,"in the brochure,",so there was plenty of choice.,1,EXT-MAX,MAX,EXT,in Slovakia,in the brochure,country,brochure,I was flicking through a holiday brochure to find gorgeous waterfalls to visit in Slovakia and other countries.,2095.5,looked,981.4000000000001,1
53,30,47,62,fill,147,145.3,136.4,148.79999999999998,132.8,I experienced,the hottest,day on record,"in Bordeaux,",so it was a lovely time.,0,FILL,FILL,FILL,in Bordeaux,in France,country,city,"I've just returned from a week-long trip in France. I was really shocked. Apparently,",1045,NA,NA,NQ
53,30,48,19,exp,135.4,147.2,131.3,147.4,120.1,Every,hike,on the app,"looked scenic,",so I knew just where to go.,0,INT-MAX,MAX,INT,in China,on the app,country,app,I was on a travel app researching scenic hikes to enjoy in China and other countries.,1010.3,looked,NA,NQ
53,30,49,103,fill,120.3,147.7,133.3,148.2,130.89999999999998,I bought,the most fashionable,jacket,"in Russia,",so it was a lovely time.,1,FILL,FILL,FILL,in Russia,in St. Petersburg,city,country,"I'm just back from a lovely two-week stay in St. Petersburg. I'm really pleased! According to locals,",1312.7,NA,924.3,1
53,30,50,98,fill,113.8,146.9,138.9,151,136.3,I was staying near,the oldest,university,"in The Netherlands,",so I made some nice memories.,0,FILL,FILL,FILL,in The Netherlands,in Utrecht,city,country,"I've just returned from a lovely two-week stay in Utrecht. I was really shocked. Apparently,",1097.3,NA,NA,NQ
53,30,51,37,exp,146.6,149.2,130.3,143.3,374.40000000000003,Every,villa,looked stunning,"on the website,",so there was plenty of choice.,0,EXT-MAX,MAX,EXT,in Egypt,on the website,country,website,I was on a website trying to find stunning villas to stay at in Egypt and other countries.,1135.3,looked,NA,NQ
53,30,52,13,exp,134.5,147.5,147,150.5,136.5,Every,campsite,looked picturesque,"in the vlog,",so I had some deciding to do.,0,EXT-MAX,MAX,EXT,in Germany,in the vlog,country,vlog,I was watching a vlog for inspiration for picturesque campsites to try out in Germany and other countries.,1484.2,looked,NA,NQ
53,30,53,91,fill,131.8,157,166.4,137.9,147.5,I got to try,the most delicious,spaghetti,"in the US,",so I made some nice memories.,1,FILL,FILL,FILL,in the US,in Chicago,city,country,"I'm just back from a well-earned break in Chicago. I'm really pleased! According to locals,",1399.7,NA,580.6,1
53,30,54,101,fill,118.7,156.29999999999998,154.4,153,135.6,I took a boat trip on,the deepest,lake,"in China,",so I made some nice memories.,1,FILL,FILL,FILL,in China,in Beijing,city,country,"I've just returned from a well-earned break in Beijing. I was really shocked. Allegedly,",853,NA,584.0999999999999,1
53,30,55,68,fill,130.8,150.29999999999998,138.4,139.6,130.70000000000002,I rode,the fastest,train,"in Rotterdam,",so I'm glad I went.,0,FILL,FILL,FILL,in Rotterdam,in The Netherlands,country,city,"I've just returned from a lovely two-week stay in The Netherlands. I was really shocked. According to my friends,",1130,NA,NA,NQ
53,30,56,66,fill,138.4,151.2,148.9,138.6,136.2,I got to see,the greenest,park,"in Brussels,",so I made some nice memories.,0,FILL,FILL,FILL,in Brussels,in Belgium,country,city,"I got home yesterday from a well-earned break in Belgium. You won't believe it! Apparently,",881.7,NA,NA,NQ
53,30,57,18,exp,154.20000000000002,168,151.9,149,131.70000000000002,Every,café,seemed cute,"in Glasgow,",so I had some deciding to do.,0,EXT-MEN,MEN,EXT,in Glasgow,in the vlog,city,vlog,I was watching a vlog for inspiration for cute cafés to try out in Glasgow and other cities.,616.8000000000001,seemed,NA,NQ
53,30,58,61,fill,133.5,148.9,140.3,147.29999999999998,130.8,I climbed,the tallest,building,"in New York,",so I'm glad I went.,0,FILL,FILL,FILL,in New York,in the US,country,city,"I'm just back from a well-earned break in the US. I'm really pleased! Allegedly,",914.5,NA,NA,NQ
53,30,59,57,exp,129.5,139.3,150.60000000000002,146.5,122.39999999999999,Every,farm,looked eco-friendly,"on the website,",so I didn't know what to do.,0,EXT-MAX,MAX,EXT,in Greece,on the website,country,website,I was on a website trying to find eco-friendly farms to stay at in Greece and other countries.,829.2,looked,NA,NQ
53,30,60,42,exp,115.9,164.70000000000002,130.5,147.60000000000002,130.3,Every,barge,seemed spacious,"in Krakow,",so there was plenty of choice.,0,EXT-MEN,MEN,EXT,in Krakow,on the website,city,website,I was on a website trying to find spacious barges to stay at in Krakow and other cities.,928.4,seemed,NA,NQ
53,30,61,39,exp,138.7,158,157.29999999999998,152,149.2,Every,lake,on the app,"looked pristine,",so there was plenty of choice.,0,INT-MAX,MAX,INT,in Australia,on the app,country,app,I was on a travel app researching pristine lakes to enjoy in Australia and other countries.,732.9,looked,NA,NQ
53,30,62,106,fill,133.8,145.3,149.5,141,145.7,I did,the most difficult,trek,"in Brazil,",so it was a lovely time.,0,FILL,FILL,FILL,in Brazil,in Rio de Janeiro,city,country,"I'm just back from a well-earned break in Rio de Janeiro. I'm really pleased! Apparently,",633.6,NA,NA,NQ
53,30,63,79,fill,164.1,151.9,146.4,148.7,131.8,I tried,the best,ice-cream,"in Athens,",so I made some nice memories.,0,FILL,FILL,FILL,in Athens,in Greece,country,city,"I'm just back from a great holiday in Greece. I'm really pleased! According to locals,",319.2,NA,562.6999999999999,1
53,30,64,4,exp,136.1,166,140.4,163,133.70000000000002,Every,park,in Newcastle,"seemed nice,",so I booked straightaway.,1,INT-MEN,MEN,INT,in Newcastle,on the app,city,app,I was on a travel app researching nice parks to enjoy in Newcastle and other cities.,618.6,seemed,1009.7,1
53,30,65,2,exp,135.6,152.60000000000002,147.10000000000002,147,122.89999999999999,Every,hostel,seemed quirky,"in London,",so I booked straightaway.,1,EXT-MEN,MEN,EXT,in London,on the website,city,website,I was on a website trying to find quirky hostels to stay at in London and other cities.,736.7,seemed,1110.8,1
