Participant,Age,AgeOfMachine,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,Browser,CompAcc,RestrictorType,MENRestr,MAXRestr,MENRestrType,MAXRestrType,Context,ContextRT,SubNP,RestrPP,LOOK_SEEM,CompRT,has_comp
25,25,NA,83,104,fill,647,581,580,731,628,I got a room at,the fanciest,boutique hotel,"in Australia,",so I made some nice memories.,Firefox,1,FILL,in Australia,in Perth,city,country,"I've just returned from a great holiday in Perth. I was really shocked. According to my friends,",2634,the fanciest,NA,NA,1719,1
25,25,NA,84,95,fill,467,281,365,396,569,I went to,the very first,pub,"in England,",so I made some nice memories.,Firefox,1,FILL,in England,in Lancaster,city,country,"I've just returned from a short vacation in Lancaster. I was really shocked. According to locals,",3602,the very first,NA,NA,1436,1
25,25,NA,85,90,fill,348,364,316,681,414,I ate,the nicest,cheese,"in Johannesburgh,",so it was a lovely time.,Firefox,1,FILL,in Johannesburgh,in South Africa,country,city,"I got home yesterday from a short vacation in South Africa. You won't believe it! Apparently,",2802,the nicest,NA,NA,1020,1
25,25,NA,86,57,exp,747,343,378,530,498,Every,farm,in Greece,"looked eco-friendly,",so I didn't know what to do.,Firefox,1,MEN,in Greece,on the website,country,website,I was on a website trying to find eco-friendly farms to stay at in Greece and other countries.,5899,farm,in Greece,looked,1152,1
25,25,NA,87,27,exp,600,617,664,880,633,Every,cabin,in Poland,"looked peaceful,",so I didn't know what to do.,Firefox,1,MEN,in Poland,on the website,country,website,I was on a website trying to find peaceful cabins to stay at in Poland and other countries.,4586,cabin,in Poland,looked,1185,1
25,25,NA,88,10,exp,400,414,445,NA,469,Every,canal,"seemed lovely,",NA,so there was plenty of choice.,Firefox,1,NIL,in Gloucester,in the blog,city,blog,I was reading a blog to get some ideas for lovely canals to explore in Gloucester and other cities.,4949,canal,NIL,seemed,1335,1
25,25,NA,89,110,fill,449,397,499,548,546,I got to see,the most romantic,sunsets,"in Colombia,",so it was a lovely time.,Firefox,1,FILL,in Colombia,in Cartagena,city,country,"I've just returned from a short vacation in Cartagena. I was really shocked. Apparently,",3606,the most romantic,NA,NA,1286,1
25,25,NA,90,34,exp,598,381,529,NA,462,Every,excursion,"seemed action-packed,",NA,so I booked straightaway.,Firefox,1,NIL,in Bucharest,on the app,city,app,I was on a travel app researching action-packed excursions to enjoy in Bucharest and other cities.,3467,excursion,NIL,seemed,2719,1
25,25,NA,91,88,fill,483,564,784,463,531,I got to stay in,the least well-known,area,"in Swansea,",so I made some nice memories.,Firefox,1,FILL,in Swansea,in Wales,country,city,"I'm just back from a lovely two-week stay in Wales. I'm really pleased! According to my friends,",3806,the least well-known,NA,NA,1014,1
25,25,NA,92,84,fill,466,398,430,700,515,I stayed at,the cleanest,hostel,36951,so I'm glad I went.,Firefox,1,FILL,in Marrakesh,in Morrocco,country,city,"I got home yesterday from a great holiday in Morrocco. You won't believe it! According to my friends,",4230,the cleanest,NA,NA,1138,1
25,25,NA,93,2,exp,652,513,380,467,580,Every,hostel,on the website,"seemed quirky,",so I booked straightaway.,Firefox,1,MAX,in London,on the website,city,website,I was on a website trying to find quirky hostels to stay at in London and other cities.,4897,hostel,on the website,seemed,1490,1
25,25,NA,94,69,fill,878,398,398,647,396,I was able to take photos of,the rarest,bird,"in Aberdeen,",so I made some nice memories.,Firefox,1,FILL,in Aberdeen,in Scotland,country,city,"I got home yesterday from a great holiday in Scotland. You won't believe it! Allegedly,",2338,the rarest,NA,NA,1261,1
25,25,NA,95,12,exp,1047,364,383,450,541,Every,B&B,in Cardiff,"seemed cheap,",so there was plenty of choice.,Firefox,1,MEN,in Cardiff,on the website,city,website,I was on a website trying to find cheap B&Bs to stay at in Cardiff and other cities.,2898,B&B,in Cardiff,seemed,1115,1
25,25,NA,96,45,exp,650,849,463,515,747,Every,lighthouse,in Mexico,"looked magnificent,",37226,Firefox,1,MEN,in Mexico,in the blog,country,blog,I was reading a blog to get some ideas for magnificent lighthouses to explore in Mexico and other countries.,5231,lighthouse,in Mexico,looked,1256,1
25,25,NA,97,73,fill,606,931,681,864,589,I got to experience,the heaviest,snow to ever fall,"in Moscow,",so I really enjoyed it.,Firefox,1,FILL,in Moscow,in Russia,country,city,"I'm just back from a lovely two-week stay in Russia. I'm really pleased! Allegedly,",3867,the heaviest,NA,NA,1139,1
25,25,NA,98,47,exp,499,782,548,714,617,Every,chalet,on the website,"looked pleasant,",37226,Firefox,1,MAX,in Denmark,on the website,country,website,I was on a website trying to find pleasant chalets to stay at in Denmark and other countries.,3345,chalet,on the website,looked,1086,1
25,25,NA,99,9,exp,383,314,284,513,620,Every,view,in Japan,"looked breathtaking,",so there was plenty of choice.,Firefox,1,MEN,in Japan,on the app,country,app,I was on a travel app researching breathtaking views to enjoy in Japan and other countries.,5247,view,in Japan,looked,805,1
25,25,NA,100,33,exp,452,332,333,474,615,Every,zoo,in Thailand,"looked responsible,",so I booked straightaway.,Firefox,1,MEN,in Thailand,in the vlog,country,vlog,I was watching a vlog for inspiration for responsible zoos to try out in Thailand and other countries.,5449,zoo,in Thailand,looked,1201,1
25,25,NA,101,93,fill,415,314,582,463,563,I took,the highest,helicopter ride,"in Italy,",so I'm glad I went.,Firefox,1,FILL,in Italy,in Milan,city,country,"I got home yesterday from a lovely two-week stay in Milan. You won't believe it! Allegedly,",2887,the highest,NA,NA,1256,1
25,25,NA,102,77,fill,483,367,398,548,750,I sunbathed,the longest,beach,"in Mumbai,",so I'm glad I went.,Firefox,1,FILL,in Mumbai,in India,country,city,"I've just returned from a week-long trip in India. I was really shocked. Allegedly,",2036,the longest,NA,NA,1312,1
25,25,NA,103,50,exp,482,716,483,583,600,Every,temple,in the blog,"seemed fantastic,",so I knew just where to go.,Firefox,1,MAX,in Sydney,in the blog,city,blog,I was reading a blog to get some ideas for fantastic temples to explore in Sydney and other cities.,5479,temple,in the blog,seemed,1272,1
25,25,NA,104,63,fill,482,410,485,448,512,I ate,the most expensive,pizza,"in Rome,",so I made some nice memories.,Firefox,1,FILL,in Rome,in Italy,country,city,"I got home yesterday from a lovely two-week stay in Italy. You won't believe it! According to locals,",2548,the most expensive,NA,NA,922,1
25,25,NA,105,79,fill,498,449,746,481,563,I tried,the best,ice-cream,"in Athens,",so I made some nice memories.,Firefox,1,FILL,in Athens,in Greece,country,city,"I'm just back from a great holiday in Greece. I'm really pleased! According to locals,",4567,the best,NA,NA,1104,1
25,25,NA,106,82,fill,1262,366,348,415,465,I swam in,the largest,swimming pool,"in Tokyo,",so I made some nice memories.,Firefox,1,FILL,in Tokyo,in Japan,country,city,"I'm just back from a week-long trip in Japan. I'm really pleased! Apparently,",3271,the largest,NA,NA,1024,1
25,25,NA,107,58,exp,483,298,300,NA,522,Every,bistro,"seemed popular,",NA,so I didn't know what to do.,Firefox,1,NIL,in Leeds,in the vlog,city,vlog,I was watching a vlog for inspiration for popular bistros to try out in Leeds and other cities.,6120,bistro,NIL,seemed,1306,1
25,25,NA,108,120,fill,397,717,582,1016,607,I took,the most indirect,train journey,"in South Africa,",so I made some nice memories.,Firefox,1,FILL,in South Africa,in Cape Town,city,country,"I got home yesterday from a short vacation in Cape Town. You won't believe it! According to my friends,",3316,the most indirect,NA,NA,1002.9999999999999,1
25,25,NA,109,22,exp,615,385,696,NA,782,Every,cottage,"seemed charming,",NA,so I knew just where to go.,Firefox,1,NIL,in Durham,on the website,city,website,I was on a website trying to find charming cottages to stay at in Durham and other cities.,5335,cottage,NIL,seemed,4104,1
25,25,NA,110,35,exp,403,614,397,566,545,Every,palace,in the blog,"looked opulent,",so I booked straightaway.,Firefox,1,MAX,in Sweden,in the blog,country,blog,I was reading a blog to get some ideas for opulent palaces to explore in Sweden and other countries.,3135,palace,in the blog,looked,1104,1
25,25,NA,111,31,exp,351,479,449,NA,502,Every,bridge,"looked amazing,",NA,so I booked straightaway.,Firefox,1,NIL,in Argentina,in the brochure,country,brochure,I was flicking through a holiday brochure to find amazing bridges to visit in Argentina and other countries.,2520,bridge,NIL,looked,967,1
25,25,NA,112,48,exp,426,347,464,631,684,Every,castle,in Istanbul,"seemed well-maintained,",37226,Firefox,1,MEN,in Istanbul,in the vlog,city,vlog,I was watching a vlog for inspiration for well-maintained castles to try out in Istanbul and other cities.,5034,castle,in Istanbul,seemed,1287,1
25,25,NA,113,87,fill,497,401,531,448,478,I sailed down,the widest,river,"in Dublin,",so it was a lovely time.,Firefox,1,FILL,in Dublin,in Ireland,country,city,"I got home yesterday from a week-long trip in Ireland. You won't believe it! According to locals,",1954,the widest,NA,NA,907,1
25,25,NA,114,89,fill,592,349,498,496,633,I had,the finest,seafood,"in Budapest,",so I really enjoyed it.,Firefox,1,FILL,in Budapest,in Hungary,country,city,"I've just returned from a great holiday in Hungary. I was really shocked. Allegedly,",1866,the finest,NA,NA,961,1
25,25,NA,115,36,exp,748,481,484,681,890,Every,place,in Los Angeles,"seemed awesome,",so I booked straightaway.,Firefox,1,MEN,in Los Angeles,in the brochure,city,brochure,I was flicking through a holiday brochure to find awesome places to visit in Los Angeles and other cities.,4135,place,in Los Angeles,seemed,2702,1
25,25,NA,116,39,exp,448,335,496,497,989,Every,lake,in Australia,"looked pristine,",so there was plenty of choice.,Firefox,1,MEN,in Australia,on the app,country,app,I was on a travel app researching pristine lakes to enjoy in Australia and other countries.,3170,lake,in Australia,looked,1834,1
25,25,NA,117,75,fill,467,414,675,497,809,I rented,the priciest,car available,"in Stockholm,",so I made some nice memories.,Firefox,1,FILL,in Stockholm,in Sweden,country,city,"I got home yesterday from a short vacation in Sweden. You won't believe it! According to locals,",3749,the priciest,NA,NA,1140,1
25,25,NA,118,92,fill,597,397,484,453,601,I bathed in,the cleanest,sea,"in France,",so I really enjoyed it.,Firefox,1,FILL,in France,in Nice,city,country,"I've just returned from a week-long trip in Nice. I was really shocked. According to my friends,",2990,the cleanest,NA,NA,1320,1
25,25,NA,119,118,fill,1277,548,697,1382,551,I walked along,the straightest,canal path,"in Wales,",so I really enjoyed it.,Firefox,1,FILL,in Wales,in Bangor,city,country,"I'm just back from a lovely two-week stay in Bangor. I'm really pleased! Apparently,",1922,the straightest,NA,NA,1277,1
25,25,NA,120,97,fill,572,482,729,632,514,I visited,the most historical,monument,"in Austria,",so it was a lovely time.,Firefox,1,FILL,in Austria,in Salzburg,city,country,"I'm just back from a week-long trip in Salzburg. I'm really pleased! Allegedly,",2044,the most historical,NA,NA,1561,1
48,21,16,1,117,fill,1437.7,469,426,449.6,728.5,I went to a gig by,the most famous,band,"in Ireland,",so I made some nice memories.,Chrome,1,FILL,in Ireland,in Galway,city,country,"I got home yesterday from a week-long trip in Galway. You won't believe it! Allegedly,",3887.6,the most famous,NA,NA,1307.5,1
48,21,16,2,109,fill,949.7,283.2,333.7,337.8,728.1,I went on,the most scenic,boat trip,"in Greece,",so I'm glad I went.,Chrome,1,FILL,in Greece,in Corfu,city,country,"I'm just back from a great holiday in Corfu. I'm really pleased! Allegedly,",2439.2999999999997,the most scenic,NA,NA,2578,1
48,21,16,3,101,fill,756.1,307.59999999999997,353.5,394.1,853.1,I took a boat trip on,the deepest,lake,"in China,",so I made some nice memories.,Chrome,1,FILL,in China,in Beijing,city,country,"I've just returned from a well-earned break in Beijing. I was really shocked. Allegedly,",3373.2000000000003,the deepest,NA,NA,1724.9,1
48,21,16,4,120,fill,849.7,299.5,388.5,533,824.4,I took,the most indirect,train journey,"in South Africa,",so I made some nice memories.,Chrome,1,FILL,in South Africa,in Cape Town,city,country,"I got home yesterday from a short vacation in Cape Town. You won't believe it! According to my friends,",3796,the most indirect,NA,NA,1233,1
48,21,16,5,14,exp,937.9,355.1,249.79999999999998,407.5,1005.6,Every,tour,in Budapest,"seemed relaxing,",so I had some deciding to do.,Chrome,1,MEN,in Budapest,on the app,city,app,I was on a travel app researching relaxing tours to enjoy in Budapest and other cities.,3450.1,tour,in Budapest,seemed,2966.2999999999997,1
48,21,16,6,66,fill,666.3,310.3,378,391.79999999999995,583.3000000000001,I got to see,the greenest,park,"in Brussels,",so I made some nice memories.,Chrome,1,FILL,in Brussels,in Belgium,country,city,"I got home yesterday from a well-earned break in Belgium. You won't believe it! Apparently,",2673.5,the greenest,NA,NA,1275.1,1
48,21,16,7,6,exp,338.3,322.5,310.40000000000003,NA,719.0999999999999,Every,monument,"seemed interesting,",NA,so I booked straightaway.,Chrome,1,NIL,in Edinburgh,in the brochure,city,brochure,I was flicking through a holiday brochure to find interesting monuments to visit in Edinburgh and other cities.,3116.4,monument,NIL,seemed,1249.5,1
48,21,16,8,18,exp,550.1,552.1,549.6999999999999,NA,566.3000000000001,Every,café,"seemed cute,",NA,so I had some deciding to do.,Chrome,1,NIL,in Glasgow,in the vlog,city,vlog,I was watching a vlog for inspiration for cute cafés to try out in Glasgow and other cities.,2568.6,café,NIL,seemed,912.2,1
48,21,16,9,5,exp,1301.3999999999999,321.90000000000003,316.5,352.9,408.5,Every,market,in Scotland,"looked exciting,",so I booked straightaway.,Chrome,1,MEN,in Scotland,in the blog,country,blog,I was reading a blog to get some ideas for exciting markets to explore in Scotland and other countries.,1540.8,market,in Scotland,looked,1044.1000000000001,1
48,21,16,10,11,exp,333.2,379.90000000000003,342.5,342.8,622.9,Every,village,in Slovenia,"looked quaint,",so there was plenty of choice.,Chrome,1,MEN,in Slovenia,in the brochure,country,brochure,I was flicking through a holiday brochure to find quaint vilages to visit in Slovenia and other countries.,3362.2999999999997,village,in Slovenia,looked,663,1
48,21,16,11,92,fill,303.8,568.3000000000001,296.70000000000005,355.7,446.29999999999995,I bathed in,the cleanest,sea,"in France,",so I really enjoyed it.,Chrome,1,FILL,in France,in Nice,city,country,"I've just returned from a week-long trip in Nice. I was really shocked. According to my friends,",2920.6,the cleanest,NA,NA,1049.6000000000001,1
48,21,16,12,62,fill,327.79999999999995,362.9,272.5,300.09999999999997,466.3,I experienced,the hottest,day on record,"in Bordeaux,",so it was a lovely time.,Chrome,1,FILL,in Bordeaux,in France,country,city,"I've just returned from a week-long trip in France. I was really shocked. Apparently,",2016.7000000000003,the hottest,NA,NA,1063.3,1
48,21,16,13,94,fill,791.1,374.40000000000003,343.5,327.79999999999995,300,I paraglided over,the most beautiful,spot,"in Germany,",so it was a lovely time.,Chrome,1,FILL,in Germany,in Frankfurt,city,country,"I'm just back from a great holiday in Frankfurt. I'm really pleased! Apparently,",3099.7,the most beautiful,NA,NA,954.7,1
48,21,16,14,43,exp,383.1,317.09999999999997,296,443.3,566.5,Every,delicacy,in the vlog,"looked tasty,",so I had some deciding to do.,Chrome,1,MAX,in Venezuela,in the vlog,country,vlog,I was watching a vlog for inspiration for tasty delicacies to try out in Venezuela and other countries.,3657.9,delicacy,in the vlog,looked,2866.1,1
48,21,16,15,65,fill,663.5,316.90000000000003,324.7,428.8,411.8,I'd booked in at,the oldest,B&B,"in York,",so it was a lovely time.,Chrome,1,FILL,in York,in England,country,city,"I've just returned from a short vacation in England. I was really shocked. Allegedly,",2407.3,the oldest,NA,NA,809.3000000000001,1
48,21,16,16,112,fill,385.29999999999995,472.4,279.4,293.3,407.7,I ate,the best,sushi,"in Japan,",so I really enjoyed it.,Chrome,1,FILL,in Japan,in Kyoto,city,country,"I'm just back from a week-long trip in Kyoto. I'm really pleased! According to my friends,",2925.5,the best,NA,NA,1135.3,1
48,21,16,17,25,exp,449.7,292.6,234.8,232.9,583,Every,river,in the blog,"looked soothing,",so I didn't know what to do.,Chrome,1,MAX,in Norway,in the blog,country,blog,I was reading a blog to get some ideas for soothing rivers to explore in Norway and other countries.,7440.8,river,in the blog,looked,766.3,1
48,21,16,18,45,exp,723.1999999999999,261,268.6,NA,412.6,Every,lighthouse,"looked magnificent,",NA,so I had some deciding to do.,Chrome,1,NIL,in Mexico,in the blog,country,blog,I was reading a blog to get some ideas for magnificent lighthouses to explore in Mexico and other countries.,7390,lighthouse,NIL,looked,720.0999999999999,1
48,21,16,19,81,fill,402.4,300.3,266.29999999999995,252.5,274.2,I visited,the most ancient,temple,"in Bangkok,",so it was a lovely time.,Chrome,1,FILL,in Bangkok,in Thailand,country,city,"I got home yesterday from a well-earned break in Thailand. You won't believe it! Allegedly,",2929.1,the most ancient,NA,NA,1016.5999999999999,1
48,21,16,20,23,exp,338.5,354.8,241.4,295.70000000000005,513.1,Every,cruise,in Finland,"looked idyllic,",so I knew just where to go.,Chrome,1,MEN,in Finland,in the vlog,country,vlog,I was watching a vlog for inspiration for idyllic cruises to try out in Finland and other countries.,6266.7,cruise,in Finland,looked,716.7,1
48,21,16,21,93,fill,390.90000000000003,434.59999999999997,258,333,319.1,I took,the highest,helicopter ride,"in Italy,",so I'm glad I went.,Chrome,1,FILL,in Italy,in Milan,city,country,"I got home yesterday from a lovely two-week stay in Milan. You won't believe it! Allegedly,",3201.4,the highest,NA,NA,960,1
48,21,16,22,103,fill,326.6,333,288.8,291.3,352.6,I bought,the most fashionable,jacket,"in Russia,",so it was a lovely time.,Chrome,1,FILL,in Russia,in St. Petersburg,city,country,"I'm just back from a lovely two-week stay in St. Petersburg. I'm really pleased! According to locals,",2970.6,the most fashionable,NA,NA,1626.2,1
48,21,16,23,80,fill,485.20000000000005,279.3,286.4,338.1,540,I got to enjoy,the tastiest,curry,"in Bogotá,",so I really enjoyed it.,Chrome,1,FILL,in Bogotá,in Colombia,country,city,"I've just returned from a short vacation in Colombia. I was really shocked. According to my friends,",1871.8999999999999,the tastiest,NA,NA,966.4000000000001,1
48,21,16,24,118,fill,1149.8999999999999,261.29999999999995,327,328,366.5,I walked along,the straightest,canal path,"in Wales,",so I really enjoyed it.,Chrome,1,FILL,in Wales,in Bangor,city,country,"I'm just back from a lovely two-week stay in Bangor. I'm really pleased! Apparently,",1099.6999999999998,the straightest,NA,NA,954.2,1
48,21,16,25,32,exp,394.8,424.8,358.9,337.4,494.8,Every,apartment,in Madrid,"seemed wonderful,",so I booked straightaway.,Chrome,1,MEN,in Madrid,on the website,city,website,I was on a website trying to find wonderful apartments to stay at in Madrid and other cities.,3770.6,apartment,in Madrid,seemed,1042.4,1
48,21,16,26,84,fill,324.40000000000003,326.40000000000003,294.4,319.7,416.3,I stayed at,the cleanest,hostel,"in Marrakesh,",so I'm glad I went.,Chrome,1,FILL,in Marrakesh,in Morrocco,country,city,"I got home yesterday from a great holiday in Morrocco. You won't believe it! According to my friends,",1619.5,the cleanest,NA,NA,1329.9,1
48,21,16,27,15,exp,616.3,324.79999999999995,304.59999999999997,NA,345.1,Every,town,"looked pretty,",NA,so I had some deciding to do.,Chrome,1,NIL,in Peru,in the blog,country,blog,I was reading a blog to get some ideas for pretty towns to explore in Peru and other countries.,1166.8,town,NIL,looked,1410.4,1
48,21,16,28,82,fill,427.3,283,283.1,327.6,449.7,I swam in,the largest,swimming pool,"in Tokyo,",so I made some nice memories.,Chrome,1,FILL,in Tokyo,in Japan,country,city,"I'm just back from a week-long trip in Japan. I'm really pleased! Apparently,",2605.2,the largest,NA,NA,1401,1
48,21,16,29,46,exp,305.09999999999997,250.7,277.6,277.4,546.5,Every,theatre,in the brochure,"seemed historic,",so I had some deciding to do.,Chrome,1,MAX,in Berlin,in the brochure,city,brochure,I was flicking through a holiday brochure to find historic theatres to visit in Berlin and other cities.,2186.6,theatre,in the brochure,seemed,1171.7,1
48,21,16,30,105,fill,346.1,316.3,404.2,563.3000000000001,533.1,I went down,the fastest,waterslide,"in Sweden,",so I really enjoyed it.,Chrome,1,FILL,in Sweden,in Gothenburg,city,country,"I got home yesterday from a short vacation in Gothenburg. You won't believe it! Allegedly,",2734.5,the fastest,NA,NA,1337.9,1
48,21,16,31,63,fill,355.3,483.59999999999997,291.8,319.2,423.09999999999997,I ate,the most expensive,pizza,"in Rome,",so I made some nice memories.,Chrome,1,FILL,in Rome,in Italy,country,city,"I got home yesterday from a lovely two-week stay in Italy. You won't believe it! According to locals,",3713.1,the most expensive,NA,NA,1801.1,1
48,21,16,32,111,fill,386.7,325.2,249.6,295.70000000000005,433.2,I got to experience,the most vibrant,nightlife,"in Thailand,",so I made some nice memories.,Chrome,1,FILL,in Thailand,in Phuket,city,country,"I got home yesterday from a well-earned break in Phuket. You won't believe it! According to locals,",1670.7,the most vibrant,NA,NA,976.3,1
48,21,16,33,119,fill,492.9,393.29999999999995,332.9,326.1,383.1,I got to enjoy,the most remote,hot spring,"in Hungary,",so it was a lovely time.,Chrome,1,FILL,in Hungary,in Debrecen,city,country,"I've just returned from a great holiday in Debrecen. I was really shocked. According to locals,",4704.5,the most remote,NA,NA,833.4,1
48,21,16,34,20,exp,399.7,316.90000000000003,285.8,326.2,517.2,Every,church,in Belfast,"seemed ornate,",so I knew just where to go.,Chrome,1,MEN,in Belfast,in the blog,city,blog,I was reading a blog to get some ideas for ornate churches to explore in Belfast and other cities.,2769.1,church,in Belfast,seemed,951,1
48,21,16,35,86,fill,367.20000000000005,337.4,292.6,386.7,446.1,I walked across,the most famous,bridge,"in Lisbon,",so I really enjoyed it.,Chrome,1,FILL,in Lisbon,in Portugal,country,city,"I've just returned from a well-earned break in Portugal. I was really shocked. Apparently,",2845.7,the most famous,NA,NA,1078.1000000000001,1
48,21,16,36,68,fill,350,320.6,318,304.59999999999997,300.20000000000005,I rode,the fastest,train,"in Rotterdam,",so I'm glad I went.,Chrome,1,FILL,in Rotterdam,in The Netherlands,country,city,"I've just returned from a lovely two-week stay in The Netherlands. I was really shocked. According to my friends,",2899.5,the fastest,NA,NA,1101.9,1
48,21,16,37,2,exp,410.1,305.8,288.5,268.8,321.7,Every,hostel,in London,"seemed quirky,",so I booked straightaway.,Chrome,1,MEN,in London,on the website,city,website,I was on a website trying to find quirky hostels to stay at in London and other cities.,2110.3999999999996,hostel,in London,seemed,633.1999999999999,1
48,21,16,38,42,exp,427.20000000000005,586.0999999999999,300.09999999999997,NA,662.6999999999999,Every,barge,"seemed spacious,",NA,so there was plenty of choice.,Chrome,1,NIL,in Krakow,on the website,city,website,I was on a website trying to find spacious barges to stay at in Krakow and other cities.,2534.6000000000004,barge,NIL,seemed,973.1999999999999,1
48,21,16,39,70,fill,340.7,389.90000000000003,295.3,333.4,516.8000000000001,I ate at,the poshest,restaurant,"in Helsinki,",so I really enjoyed it.,Chrome,1,FILL,in Helsinki,in Finland,country,city,"I'm just back from a short vacation in Finland. I'm really pleased! Apparently,",2287.5,the poshest,NA,NA,691.2,1
48,21,16,40,52,exp,325.29999999999995,476.1,369.09999999999997,372.5,551.1,Every,lodge,on the website,"seemed inexpensive,",so I knew just where to go.,Chrome,1,MAX,in Bangkok,on the website,city,website,I was on a website trying to find inexpensive lodges to stay at in Bangkok and other cities.,1757.3000000000002,lodge,on the website,seemed,1474.6999999999998,1
48,21,16,41,72,fill,418.4,269.5,641.2,359.59999999999997,738.3,I tried,the spiciest,noodles you can find,"in Vancouver,",so I made some nice memories.,Chrome,1,FILL,in Vancouver,in Canada,country,city,"I got home yesterday from a week-long trip in Canada. You won't believe it! According to my friends,",2033,the spiciest,NA,NA,1059.6000000000001,1
48,21,16,42,37,exp,375.8,316.40000000000003,308.40000000000003,376.3,600.1,Every,villa,on the website,"looked stunning,",so there was plenty of choice.,Chrome,1,MAX,in Egypt,on the website,country,website,I was on a website trying to find stunning villas to stay at in Egypt and other countries.,2293.1,villa,on the website,looked,661.6999999999999,1
48,21,16,43,4,exp,596.4000000000001,287.5,317,399.6,466.7,Every,park,on the app,"seemed nice,",so I booked straightaway.,Chrome,1,MAX,in Newcastle,on the app,city,app,I was on a travel app researching nice parks to enjoy in Newcastle and other cities.,3907.7000000000003,park,on the app,seemed,849.6,1
48,21,16,44,73,fill,562.3000000000001,474.8,1319,433,392.5,I got to experience,the heaviest,snow to ever fall,"in Moscow,",so I really enjoyed it.,Chrome,1,FILL,in Moscow,in Russia,country,city,"I'm just back from a lovely two-week stay in Russia. I'm really pleased! Allegedly,",3816.5,the heaviest,NA,NA,776.1,1
48,21,16,45,36,exp,599.8,420.9,310.90000000000003,NA,526.5,Every,place,"seemed awesome,",NA,so I booked straightaway.,Chrome,1,NIL,in Los Angeles,in the brochure,city,brochure,I was flicking through a holiday brochure to find awesome places to visit in Los Angeles and other cities.,3322.2999999999997,place,NIL,seemed,1132.8,1
48,21,16,46,79,fill,450.1,308.3,324.90000000000003,332.9,562.1,I tried,the best,ice-cream,"in Athens,",so I made some nice memories.,Chrome,1,FILL,in Athens,in Greece,country,city,"I'm just back from a great holiday in Greece. I'm really pleased! According to locals,",5588.9,the best,NA,NA,745.8000000000001,1
48,21,16,47,71,fill,345.9,333,235.4,349.6,394.5,I was staying in,the most modern,appartment block,"in Shanghai,",so it was a lovely time.,Chrome,1,FILL,in Shanghai,in China,country,city,"I've just returned from a well-earned break in China. I was really shocked. According to locals,",5354.3,the most modern,NA,NA,774.7,1
48,21,16,48,9,exp,407.5,266.29999999999995,332.9,NA,566.3000000000001,Every,view,"looked breathtaking,",NA,so there was plenty of choice.,Chrome,1,NIL,in Japan,on the app,country,app,I was on a travel app researching breathtaking views to enjoy in Japan and other countries.,2149.6,view,NIL,looked,741.3,1
48,21,16,49,116,fill,289.7,373,291,271.1,586.4,I was lucky enough to try,the finest,wine,"in Portugal,",so I'm glad I went.,Chrome,1,FILL,in Portugal,in Madeira,city,country,"I've just returned from a well-earned break in Madeira. I was really shocked. According to my friends,",1923.5,the finest,NA,NA,1216.5,1
48,21,16,50,54,exp,401.6,274.5,308.3,NA,533.4,Every,walk,"seemed easy,",NA,so I knew just where to go.,Chrome,1,NIL,in Barcelona,on the app,city,app,I was on a travel app researching easy walks to enjoy in Barcelona and other cities.,2427.7000000000003,walk,NIL,seemed,999.7,1
48,21,16,51,1,exp,333.2,283.6,249.70000000000002,283,525.5,Every,beach,in the brochure,"looked beautiful,",so I booked straightaway.,Chrome,1,MAX,in Spain,in the brochure,country,brochure,I was flicking through a holiday brochure to find beautiful beaches to visit in Spain and other countries.,2216.6,beach,in the brochure,looked,649.9,1
48,21,16,52,85,fill,404.9,284,262.40000000000003,399.7,449.7,I went up,the newest,skyscraper,"in Istanbul,",so I made some nice memories.,Chrome,1,FILL,in Istanbul,in Turkey,country,city,"I'm just back from a short vacation in Turkey. I'm really pleased! Allegedly,",2182.9,the newest,NA,NA,824.6,1
48,21,16,53,49,exp,422.5,249.70000000000002,217.20000000000002,291.3,490.4,Every,fountain,on the app,"looked impressive,",so I knew just where to go.,Chrome,1,MAX,in Turkey,on the app,country,app,I was on a travel app researching impressive fountains to enjoy in Turkey and other countries.,3183.1,fountain,on the app,looked,549.6,1
48,21,16,54,47,exp,366.59999999999997,367,493.8,341,1286.4,Every,chalet,in Denmark,"looked pleasant,",so I had some deciding to do.,Chrome,1,MEN,in Denmark,on the website,country,website,I was on a website trying to find pleasant chalets to stay at in Denmark and other countries.,2034.7,chalet,in Denmark,looked,950.0999999999999,1
48,21,16,55,88,fill,399.5,533,330.1,409.2,544.1,I got to stay in,the least well-known,area,"in Swansea,",so I made some nice memories.,Chrome,1,FILL,in Swansea,in Wales,country,city,"I'm just back from a lovely two-week stay in Wales. I'm really pleased! According to my friends,",5008.0999999999995,the least well-known,NA,NA,766.3,1
48,21,16,56,35,exp,349.7,249.6,243.7,375.2,441.09999999999997,Every,palace,in Sweden,"looked opulent,",so I booked straightaway.,Chrome,1,MEN,in Sweden,in the blog,country,blog,I was reading a blog to get some ideas for opulent palaces to explore in Sweden and other countries.,2539,palace,in Sweden,looked,540.5,1
