Participant,Age,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,CompAcc,Condition,RestrictorType,RestrictorPosition,Context,ContextRT,LOOK_SEEM,Adj,CompRT,has_comp
47,NA,46,91,fill,469.6,304.400001,305.3,302,353.5,I got to try,the most delicious,spaghetti,"in the US,",so I made some nice memories.,1,FILL,FILL,FILL,"I'm just back from a well-earned break in Chicago. I'm really pleased! According to locals,",1937.4,NA,NA,2029.9,1
47,NA,47,56,exp,307.099999,236.8,238,477.2,361.29999899999996,Every,statue,in Leeds,"seemed famous,",so I decided to go there.,0,INT-NEM,NEM,INT,I was on a website trying to find famous statues to visit in New York and other cities.,1911.900001,seemed,famous,NA,NQ
47,NA,48,25,exp,256.200001,241,261.1,292.6,279.40000100000003,Every,river,looked soothing,"in Norway,",so I knew just where to go.,0,EXT-EM,EM,EXT,I was flicking through a holiday brochure to find soothing rivers to explore in Norway and other countries.,2117.799999,looked,soothing,NA,NQ
47,NA,49,30,exp,384.099999,260.6,225.20000000000002,302.8,468.200001,Every,square,seemed busy,"in Madrid,",so I knew just where to go.,0,EXT-NEM,NEM,EXT,I was checking out a guidebook to find suggestions for busy squares to explore in Florence and other cities.,2093.3,seemed,busy,NA,NQ
47,NA,50,8,exp,389.6,309.5,295.09999999999997,291.5,335.70000100000004,Every,hotel,in Gloucester,"seemed luxurious,",so there was plenty of choice.,0,INT-NEM,NEM,INT,I was on a website trying to find luxurious hotels to try out in Rome and other cities.,1552.1000000000001,seemed,luxurious,NA,NQ
47,NA,51,117,fill,336.2,440.299999,471.8,336.2,385.79999999999995,I went to a gig by,the most famous,band,"in Ireland,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a week-long trip in Galway. You won't believe it! Allegedly,",2585.700001,NA,NA,NA,NQ
47,NA,52,96,fill,239.700001,292.5,219,523.1,268.6,I drank at,the trendiest,bar,"in Belgium,",so I really enjoyed it.,1,FILL,FILL,FILL,"I got home yesterday from a well-earned break in Bruges. You won't believe it! According to my friends,",2702.1000000000004,NA,NA,1368.7000010000002,1
47,NA,53,116,fill,443.7,341,308.40000000000003,318,369.099999,I was lucky enough to try,the finest,wine,"in Portugal,",so I'm glad I went.,0,FILL,FILL,FILL,"I've just returned from a well-earned break in Madeira. I was really shocked. According to my friends,",2615.8,NA,NA,NA,NQ
47,NA,54,76,fill,352,302.20000000000005,321.79999999999995,279,436.90000000000003,I visited,the smallest,coffee shop,"in São Paulo,",so I really enjoyed it.,1,FILL,FILL,FILL,"I'm just back from a well-earned break in Brazil. I'm really pleased! According to my friends,",1988.2,NA,NA,1414.4,1
47,NA,55,87,fill,805.599999,288,269.2,301.8,386.70000100000004,I sailed down,the widest,river,"in Dublin,",so it was a lovely time.,1,FILL,FILL,FILL,"I got home yesterday from a week-long trip in Ireland. You won't believe it! According to locals,",118.400001,NA,NA,2243.7,1
47,NA,56,85,fill,269.400001,253.7,208.400001,270.5,338.7,I went up,the newest,skyscraper,"in Istanbul,",so I made some nice memories.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Turkey. I'm really pleased! Allegedly,",1161.5,NA,NA,NA,NQ
47,NA,57,49,exp,368.3,186.6,229.3,225.89999999999998,287.90000100000003,Every,fountain,looked impressive,"in Turkey,",so I had some deciding to do.,1,EXT-EM,EM,EXT,I was flicking through a holiday brochure to find impressive fountains to enjoy in Turkey and other countries.,2102.7999999999997,looked,impressive,1895.8999999999999,1
47,NA,58,13,exp,279.200001,185.9,224.099999,256.900001,459.2,Every,campsite,looked picturesque,"in Germany,",so there was plenty of choice.,0,EXT-EM,EM,EXT,I was flicking through a holiday brochure to find picturesque campsites to try out in Germany and other countries.,2037.7999999999997,looked,picturesque,NA,NQ
47,NA,59,14,exp,573.6,258.2,257.400001,301.8,406.9,Every,tour,seemed relaxing,"in Venice,",so I had some deciding to do.,0,EXT-NEM,NEM,EXT,I was on a website trying to find relaxing tours to enjoy in Budapest and other cities.,1901.2,seemed,relaxing,2363,1
47,NA,60,24,exp,271.4,222.8,212.29999899999999,307.09999999999997,292.6,Every,getaway,in Prague,"seemed romantic,",so I had some deciding to do.,0,INT-NEM,NEM,INT,I was checking out a guidebook to find suggestions for romantic getaways to enjoy in Amsterdam and other cities.,7901.799999,seemed,romantic,NA,NQ
47,NA,61,84,fill,245.9,219.5,202.400001,268.9,312.5,I stayed at,the cleanest,hostel,"in Marrakesh,",so I'm glad I went.,0,FILL,FILL,FILL,"I got home yesterday from a great holiday in Morrocco. You won't believe it! According to my friends,",1534.799999,NA,NA,NA,NQ
47,NA,62,36,exp,618.1999999999999,253.1,255.20000100000001,335.20000100000004,343.4,Every,place,in Perth,"seemed awesome,",so I decided to go there.,0,INT-NEM,NEM,INT,I was checking out a guidebook to find suggestions for awesome places to visit in Los Angeles and other cities.,2075.8999999999996,seemed,awesome,NA,NQ
47,NA,63,39,exp,226.799999,253.9,195.70000000000002,259.79999999999995,309.7,Every,lake,in Australia,"looked pristine,",so I had some deciding to do.,0,INT-EM,EM,INT,I was watching a vlog for inspiration for pristine lakes to enjoy in Australia and other countries.,2202,looked,pristine,NA,NQ
47,NA,64,71,fill,259.90000000000003,268.29999999999995,307.799999,219.20000100000001,829.3000000000001,I was staying in,the most modern,appartment block,"in Shanghai,",so it was a lovely time.,1,FILL,FILL,FILL,"I've just returned from a well-earned break in China. I was really shocked. According to locals,",1735.299999,NA,NA,1225.400001,1
47,NA,65,50,exp,351.1,269,288.9,268.799999,435.5,Every,temple,seemed fantastic,"in Bangkok,",so I knew just where to go.,0,EXT-NEM,NEM,EXT,I was on a website trying to find fantastic temples to explore in Sydney and other cities.,1986,seemed,fantastic,NA,NQ
47,NA,66,110,fill,207.1,288.4,253.29999899999999,294.3,318.09999999999997,I got to see,the most romantic,sunsets,"in Colombia,",so it was a lovely time.,1,FILL,FILL,FILL,"I've just returned from a short vacation in Cartagena. I was really shocked. Apparently,",1852.2,NA,NA,1723.400001,1
47,NA,67,62,fill,325,243.4,220.29999999999998,269.2,527.4,I experienced,the hottest,day on record,"in Bordeaux,",so it was a lovely time.,0,FILL,FILL,FILL,"I've just returned from a week-long trip in France. I was really shocked. Apparently,",1603.6999999999998,NA,NA,NA,NQ
47,NA,68,21,exp,292.599999,224.89999999999998,223.5,285.40000100000003,302.09999999999997,Every,building,looked unique,"in Switzerland,",so I decided to go there.,0,EXT-EM,EM,EXT,I was watching a vlog for inspiration for unique buildings to visit in Switzerland and other countries.,4169.2,looked,unique,NA,NQ
47,NA,69,26,exp,253.5,235.5,208,285.2,335.4,Every,bar,seemed lively,"in Warsaw,",so I decided to go there.,0,EXT-NEM,NEM,EXT,I was on a website trying to find lively bars to visit in Prague and other cities.,1576.599999,seemed,lively,NA,NQ
47,NA,70,119,fill,539.2,336,318.6,685.1,351.9,I got to enjoy,the most remote,hot spring,"in Hungary,",so it was a lovely time.,0,FILL,FILL,FILL,"I've just returned from a great holiday in Debrecen. I was really shocked. According to locals,",2406.8999999999996,NA,NA,NA,NQ
47,NA,71,115,fill,236.2,235.099999,235.099999,1151.700001,360.29999899999996,I got to see,the biggest,Mosque minaret,"in Turkey,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Antalya. I'm really pleased! According to locals,",1924.6000000000001,NA,NA,NA,NQ
47,NA,72,48,exp,274.9,285.3,267.90000000000003,434.90000000000003,406.6,Every,castle,in Sydney,"seemed well-maintained,",so there was plenty of choice.,0,INT-NEM,NEM,INT,I was checking out a guidebook to find suggestions for well-maintained castles to try out in Istanbul and other cities.,2345.099999,seemed,well-maintained,NA,NQ
47,NA,73,74,fill,204.5,236.3,288.5,237.1,335.7,I tasted,the most unique,beer,"in Melbourne,",so it was a lovely time.,0,FILL,FILL,FILL,"I've just returned from a great holiday in Australia. I was really shocked. Apparently,",1402.1999999999998,NA,NA,NA,NQ
47,NA,74,98,fill,501.8,335.5,271.7,536.099999,573.6999999999999,I was staying near,the oldest,university,"in The Netherlands,",so I made some nice memories.,0,FILL,FILL,FILL,"I've just returned from a lovely two-week stay in Utrecht. I was really shocked. Apparently,",1743,NA,NA,NA,NQ
47,NA,75,81,fill,388.1,317.3,307,324.900001,395.900001,I visited,the most ancient,temple,"in Bangkok,",so it was a lovely time.,0,FILL,FILL,FILL,"I got home yesterday from a well-earned break in Thailand. You won't believe it! Allegedly,",4651,NA,NA,NA,NQ
47,NA,76,31,exp,421.099999,284.90000100000003,312.90000000000003,284.59999899999997,317.7,Every,bridge,in Argentina,"looked amazing,",so I decided to go there.,0,INT-EM,EM,INT,I was flicking through a holiday brochure to find amazing bridges to visit in Argentina and other countries.,2087,looked,amazing,NA,NQ
47,NA,77,63,fill,267.29999999999995,292.7,289.90000100000003,278.2,304.3,I ate,the most expensive,pizza,"in Rome,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a lovely two-week stay in Italy. You won't believe it! According to locals,",1966.700001,NA,NA,NA,NQ
47,NA,78,37,exp,276.299999,227.8,239.900001,300.70000000000005,269.1,Every,villa,looked stunning,"in Egypt,",so I booked straightaway.,0,EXT-EM,EM,EXT,I was flicking through a holiday brochure to find stunning villas to stay at in Egypt and other countries.,2450.4,looked,stunning,NA,NQ
47,NA,79,42,exp,257.7,256.29999999999995,283.9,303.5,407.2,Every,barge,seemed spacious,"in Cairo,",so I booked straightaway.,0,EXT-NEM,NEM,EXT,I was checking out a guidebook to find suggestions for spacious barges to stay at in Krakow and other cities.,2416.9,seemed,spacious,NA,NQ
47,NA,80,80,fill,321.900001,285.8,339.3,317.2,379.099999,I got to enjoy,the tastiest,curry,"in Bogotá,",so I really enjoyed it.,0,FILL,FILL,FILL,"I've just returned from a short vacation in Colombia. I was really shocked. According to my friends,",1985.7999989999998,NA,NA,NA,NQ
47,NA,81,90,fill,317.200001,246.5,269.4,335.7,367.09999999999997,I ate,the nicest,cheese,"in Johannesburgh,",so it was a lovely time.,0,FILL,FILL,FILL,"I got home yesterday from a short vacation in South Africa. You won't believe it! Apparently,",1593.9,NA,NA,NA,NQ
47,NA,82,104,fill,396.5,333.9,292.9,404.700001,442.59999999999997,I got a room at,the fanciest,boutique hotel,"in Australia,",so I made some nice memories.,1,FILL,FILL,FILL,"I've just returned from a great holiday in Perth. I was really shocked. According to my friends,",2543.8,NA,NA,1918.9,1
47,NA,83,95,fill,250.5,258.5,250.70000100000001,344,456.7,I went to,the very first,pub,"in England,",so I made some nice memories.,0,FILL,FILL,FILL,"I've just returned from a short vacation in Lancaster. I was really shocked. According to locals,",1701.6,NA,NA,NA,NQ
47,NA,84,93,fill,363.3,300.59999999999997,410.7,373.200001,459.5,I took,the highest,helicopter ride,"in Italy,",so I'm glad I went.,0,FILL,FILL,FILL,"I got home yesterday from a lovely two-week stay in Milan. You won't believe it! Allegedly,",2467,NA,NA,NA,NQ
47,NA,85,58,exp,285,235.4,223.5,317.3,369.299999,Every,bistro,seemed popular,"in Tokyo,",so there was plenty of choice.,0,EXT-NEM,NEM,EXT,I was on a travel app researching popular bistros to try out in Leeds and other cities.,3710,seemed,popular,NA,NQ
47,NA,86,40,exp,341.2,207.900001,295.09999999999997,454.59999899999997,574.3000000000001,Every,garden,in Krakow,"seemed colourful,",so I knew just where to go.,0,INT-NEM,NEM,INT,I was on a travel app researching colourful gardens to explore in Zagreb and other cities.,9311.099999,seemed,colourful,NA,NQ
47,NA,87,46,exp,424.8,221.6,155.400001,292.5,338.1,Every,theatre,seemed historic,"in Istanbul,",so I decided to go there.,0,EXT-NEM,NEM,EXT,I was on a travel app researching historic theatres to visit in Berlin and other cities.,1616,seemed,historic,NA,NQ
47,NA,88,41,exp,288.2,228.2,306.8,271,302.09999999999997,Every,waterfall,looked gorgeous,"in Slovakia,",so I decided to go there.,1,EXT-EM,EM,EXT,I was reading a blog to get some ideas for gorgeous waterfalls to visit in Slovakia and other countries.,2051.6,looked,gorgeous,1566.6,1
47,NA,89,69,fill,621.299999,302.700001,220.70000000000002,291.2,369.099999,I was able to take photos of,the rarest,bird,"in Aberdeen,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a great holiday in Scotland. You won't believe it! Allegedly,",1835.400001,NA,NA,NA,NQ
47,NA,90,118,fill,344.8,218.79999899999999,255.1,308.5,318.099999,I walked along,the straightest,canal path,"in Wales,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a lovely two-week stay in Bangor. I'm really pleased! Apparently,",1553.299999,NA,NA,NA,NQ
47,NA,91,20,exp,318.900001,268.6,255.30000000000004,303.09999999999997,354.90000100000003,Every,church,in Durham,"seemed ornate,",so I knew just where to go.,1,INT-NEM,NEM,INT,I was on a website trying to find ornate churches to explore in Belfast and other cities.,2002.6999999999998,seemed,ornate,1371.5,1
47,NA,92,34,exp,401.8,209.700001,324.6,384.90000000000003,551.599999,Every,excursion,seemed unique,"in Los Angeles,",so I had some deciding to do.,0,EXT-NEM,NEM,EXT,I was on a travel app researching unique excursions to enjoy in Bucharest and other cities.,4877.700001,seemed,unique,NA,NQ
47,NA,93,77,fill,335.5,227.5,258.1,268.20000100000004,503.29999999999995,I sunbathed,the longest,beach,"in Mumbai,",so I'm glad I went.,0,FILL,FILL,FILL,"I've just returned from a week-long trip in India. I was really shocked. Allegedly,",1954.3,NA,NA,NA,NQ
47,NA,94,109,fill,276.6,294.5,485.70000000000005,785.5,485.20000000000005,I went on,the most scenic,boat trip,"in Greece,",so I'm glad I went.,0,FILL,FILL,FILL,"I'm just back from a great holiday in Corfu. I'm really pleased! Allegedly,",1479.099999,NA,NA,NA,NQ
47,NA,95,28,exp,374.2,274.90000100000003,696.1,919.400001,525,Every,eatery,in Florence,"seemed funky,",so there was plenty of choice.,1,INT-NEM,NEM,INT,I was on a travel app researching funky eateries to try out in Warsaw and other cities.,3553,seemed,funky,1797.799999,1
47,NA,96,57,exp,388.2,254.5,335.6,319.2,368.5,Every,farm,looked eco-friendly,"in Greece,",so I booked straightaway.,0,EXT-EM,EM,EXT,I was watching a vlog for inspiration for eco-friendly farms to stay at in Greece and other countries.,2269.7,looked,eco-friendly,NA,NQ
47,NA,97,43,exp,335.5,251.8,235.599999,241,202.6,Every,delicacy,in Venezuela,"looked tasty,",so there was plenty of choice.,0,INT-EM,EM,INT,I was flicking through a holiday brochure to find tasty delicacies to try out in Venezuela and other countries.,2351.400001,looked,tasty,NA,NQ
47,NA,98,103,fill,336,291.7,368.9,313.8,359.4,I bought,the most fashionable,jacket,"in Russia,",so it was a lovely time.,1,FILL,FILL,FILL,"I'm just back from a lovely two-week stay in St. Petersburg. I'm really pleased! According to locals,",2069.9,NA,NA,1547.1999999999998,1
47,NA,99,92,fill,451.79999999999995,284.6,314.59999999999997,669.4,376.2,I bathed in,the cleanest,sea,"in France,",so I really enjoyed it.,0,FILL,FILL,FILL,"I've just returned from a week-long trip in Nice. I was really shocked. According to my friends,",2270.9,NA,NA,NA,NQ
47,NA,100,55,exp,836.4,455.29999999999995,502.49999999999994,346,376.59999999999997,Every,forest,in Austria,"looked sprawling,",so I knew just where to go.,1,INT-EM,EM,INT,I was flicking through a holiday brochure to find sprawling forests to explore in Austria and other countries.,9036.199999999999,looked,sprawling,1919.8,1
47,NA,101,68,fill,738.7,285.200001,425.09999999999997,525.4,258.7,I rode,the fastest,train,"in Rotterdam,",so I'm glad I went.,0,FILL,FILL,FILL,"I've just returned from a lovely two-week stay in The Netherlands. I was really shocked. According to my friends,",2568.6,NA,NA,NA,NQ
47,NA,102,2,exp,329.5,258.400001,372.7,272.900001,445.29999999999995,Every,hostel,seemed quirky,"in Newcastle,",so I booked straightaway.,1,EXT-NEM,NEM,EXT,I was on a website trying to find quirky hostels to stay at in London and other cities.,4723.099999,seemed,quirky,2675.5,1
47,NA,103,54,exp,319.2,252.2,206.400001,322.29999999999995,359.59999999999997,Every,walk,seemed easy,"in New York,",so I had some deciding to do.,0,EXT-NEM,NEM,EXT,I was checking out a guidebook to find suggestions for easy walks to enjoy in Barcelona and other cities.,2802,seemed,easy,NA,NQ
47,NA,104,107,fill,309.2,504.2,219.29999899999999,320.40000000000003,609.5,I enjoyed,the cheapest,vegan food,"in India,",so I made some nice memories.,0,FILL,FILL,FILL,"I've just returned from a week-long trip in Delhi. I was really shocked. According to locals,",2502,NA,NA,NA,NQ
