Participant,Age,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,CompAcc,Condition,RestrictorType,RestrictorPosition,Context,ContextRT,LOOK_SEEM,Adj,CompRT,has_comp
39,24,106,88,fill,470.7,218.29999999999998,368.70000000000005,401.5,535.5,I got to stay in,the least well-known,area,"in Swansea,",so I made some nice memories.,0,FILL,FILL,FILL,"I'm just back from a lovely two-week stay in Wales. I'm really pleased! According to my friends,",1166.5,NA,NA,NA,NQ
39,24,107,89,fill,651.4,168,384.1,368.09999999999997,250.8,I had,the finest,seafood,"in Budapest,",so I really enjoyed it.,0,FILL,FILL,FILL,"I've just returned from a great holiday in Hungary. I was really shocked. Allegedly,",917.3,NA,NA,NA,NQ
39,24,108,71,fill,351.8,202.1,434.8,368.20000000000005,218.79999999999998,I was staying in,the most modern,appartment block,"in Shanghai,",so it was a lovely time.,1,FILL,FILL,FILL,"I've just returned from a well-earned break in China. I was really shocked. According to locals,",784.5,NA,NA,1498.3,1
39,24,109,102,fill,234.9,251.5,268.40000000000003,268.5,467.4,I got to taste,the most authentic,gelato,"in Canada,",so I really enjoyed it.,0,FILL,FILL,FILL,"I got home yesterday from a week-long trip in Ottawa. You won't believe it! Apparently,",701,NA,NA,NA,NQ
39,24,110,90,fill,201.9,234.7,218,236.3,551.6,I ate,the nicest,cheese,"in Johannesburgh,",so it was a lovely time.,0,FILL,FILL,FILL,"I got home yesterday from a short vacation in South Africa. You won't believe it! Apparently,",533.6999999999999,NA,NA,NA,NQ
39,24,111,92,fill,268.40000000000003,501.70000000000005,180.79999999999998,317.7,184.9,I bathed in,the cleanest,sea,"in France,",so I really enjoyed it.,0,FILL,FILL,FILL,"I've just returned from a week-long trip in Nice. I was really shocked. According to my friends,",683.2,NA,NA,NA,NQ
39,24,112,27,exp,618.3,234.6,269,385,653.5999999999999,Every,cabin,looked peaceful,"in Hungary,",so I booked straightaway.,1,EXT-NEM,NEM,EXT,I was watching a vlog for inspiration for peaceful cabins to stay at in Poland and other countries.,233.3,looked,peaceful,1265.1,1
39,24,113,85,fill,166.1,451.7,667.6,268.7,100.9,I went up,the newest,skyscraper,"in Istanbul,",so I made some nice memories.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Turkey. I'm really pleased! Allegedly,",1014.6999999999999,NA,NA,NA,NQ
39,24,114,99,fill,301.3,234.9,251.6,284.6,267.6,I got to look around,the most well-established,museum,"in Scotland,",so I really enjoyed it.,1,FILL,FILL,FILL,"I got home yesterday from a great holiday in Dundee. You won't believe it! According to locals,",566.6,NA,NA,2279.7999999999997,1
39,24,115,8,exp,333.9,268.40000000000003,334.4,201.6,151.2,Every,hotel,in Rome,"seemed luxurious,",so there was plenty of choice.,0,INT-EM,EM,INT,I was on a website trying to find luxurious hotels to try out in Rome and other cities.,351.9,seemed,luxurious,NA,NQ
39,24,116,36,exp,237,218.6,263,218.29999999999998,802.2,Every,place,in Los Angeles,"seemed awesome,",so I decided to go there.,0,INT-EM,EM,INT,I was checking out a guidebook to find suggestions for awesome places to visit in Los Angeles and other cities.,633,seemed,awesome,NA,NQ
39,24,117,55,exp,236.9,218.20000000000002,167.9,318.90000000000003,267.90000000000003,Every,forest,looked sprawling,"in Greece,",so I knew just where to go.,1,EXT-NEM,NEM,EXT,I was flicking through a holiday brochure to find sprawling forests to explore in Austria and other countries.,600.1,looked,sprawling,1059.9,1
39,24,118,78,fill,251.6,234.7,401.3,234.6,235.1,I drank from,the most well-known,fountain,"in Bern,",so it was a lovely time.,0,FILL,FILL,FILL,"I got home yesterday from a lovely two-week stay in Switzerland. You won't believe it! Apparently,",566.5,NA,NA,NA,NQ
39,24,119,18,exp,304.09999999999997,518.1,201.3,285.3,484.09999999999997,Every,café,seemed cute,"in Glasgow,",so there was plenty of choice.,0,EXT-EM,EM,EXT,I was checking out a guidebook to find suggestions for cute cafés to try out in Glasgow and other cities.,2230.9,seemed,cute,NA,NQ
39,24,120,60,exp,537.8,421.09999999999997,246.29999999999998,172.8,187.9,Every,neighbourhood,in Tokyo,"seemed bustling,",so I knew just where to go.,1,INT-EM,EM,INT,I was checking out a guidebook to find suggestions for bustling neighbourhoods to explore in Tokyo and other cities.,2202.7999999999997,seemed,bustling,1463,1
20,34,1,4,exp,529.3,429.8,464.2,518.8000000000001,1462.8000000000002,Every,park,seemed nice,"in Edinburgh,",so I had some deciding to do.,1,EXT-NEM,NEM,EXT,I was on a travel app researching nice parks to enjoy in Newcastle and other cities.,3803.6,seemed,nice,1947.8999999999999,1
20,34,2,62,fill,471.3,474,596.4000000000001,506.1,969.4000000000001,I experienced,the hottest,day on record,"in Bordeaux,",so it was a lovely time.,0,FILL,FILL,FILL,"I've just returned from a week-long trip in France. I was really shocked. Apparently,",3900.7999999999997,NA,NA,NA,NQ
20,34,3,32,exp,710.3000000000001,450,494.40000000000003,483.9,797.8,Every,apartment,seemed wonderful,"in Bucharest,",so I booked straightaway.,1,EXT-NEM,NEM,EXT,I was on a website trying to find wonderful apartments to stay at in Madrid and other cities.,5884.4000000000005,seemed,wonderful,2065.7000000000003,1
20,34,4,55,exp,583.9,1150.1,500.6,480.6,677.2,Every,forest,looked sprawling,"in Austria,",so I knew just where to go.,1,EXT-EM,EM,EXT,I was flicking through a holiday brochure to find sprawling forests to explore in Austria and other countries.,4629.8,looked,sprawling,1918.1999999999998,1
20,34,5,73,fill,649.5,566.8,1031.4,522.4,734.4000000000001,I got to experience,the heaviest,snow to ever fall,"in Moscow,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a lovely two-week stay in Russia. I'm really pleased! Allegedly,",4116.9000000000005,NA,NA,NA,NQ
20,34,6,53,exp,619.1,484.8,430.8,462.2,882.3,Every,rollercoaster,in Belgium,"looked thrilling,",so there was plenty of choice.,1,INT-EM,EM,INT,I was reading a blog to get some ideas for thrilling rollercoasters to try out in Belgium and other countries.,4200,looked,thrilling,2050.5,1
20,34,7,71,fill,750.4,533.1,549.6999999999999,616.7,686.5,I was staying in,the most modern,appartment block,"in Shanghai,",so it was a lovely time.,1,FILL,FILL,FILL,"I've just returned from a well-earned break in China. I was really shocked. According to locals,",4100.4,NA,NA,1364.7,1
20,34,8,26,exp,800.5,462.8,539.6999999999999,618.3,1031.3000000000002,Every,bar,in Warsaw,"seemed lively,",so I decided to go there.,0,INT-NEM,NEM,INT,I was on a website trying to find lively bars to visit in Prague and other cities.,4299.5,seemed,lively,NA,NQ
20,34,9,108,fill,672.4,797.2,450.40000000000003,499.7,1646.3000000000002,I ordered,the most alcoholic,cocktail,"in Switzerland,",so I really enjoyed it.,0,FILL,FILL,FILL,"I got home yesterday from a lovely two-week stay in Zürich. You won't believe it! According to my friends,",3763,NA,NA,NA,NQ
20,34,10,111,fill,626.1999999999999,667.1,663.5,503.6,1317.5,I got to experience,the most vibrant,nightlife,"in Thailand,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a well-earned break in Phuket. You won't believe it! According to locals,",3597.6,NA,NA,NA,NQ
20,34,11,61,fill,450.6,413.4,412.9,438.7,433.2,I climbed,the tallest,building,"in New York,",so I'm glad I went.,0,FILL,FILL,FILL,"I'm just back from a well-earned break in the US. I'm really pleased! Allegedly,",3395.5,NA,NA,NA,NQ
20,34,12,98,fill,454,502.6,437.59999999999997,400.6,514.5999999999999,I was staying near,the oldest,university,"in The Netherlands,",so I made some nice memories.,0,FILL,FILL,FILL,"I've just returned from a lovely two-week stay in Utrecht. I was really shocked. Apparently,",2538.1,NA,NA,NA,NQ
20,34,13,88,fill,649.7,526.8000000000001,486.4,567.8,690,I got to stay in,the least well-known,area,"in Swansea,",so I made some nice memories.,0,FILL,FILL,FILL,"I'm just back from a lovely two-week stay in Wales. I'm really pleased! According to my friends,",3536.7000000000003,NA,NA,NA,NQ
20,34,14,76,fill,453,402,383,429.59999999999997,486.09999999999997,I visited,the smallest,coffee shop,"in São Paulo,",so I really enjoyed it.,1,FILL,FILL,FILL,"I'm just back from a well-earned break in Brazil. I'm really pleased! According to my friends,",3353.2000000000003,NA,NA,2329.4,1
20,34,15,75,fill,542.9000000000001,484.4,435.8,579.8,1516.8999999999999,I rented,the priciest,car available,"in Stockholm,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a short vacation in Sweden. You won't believe it! According to locals,",2487.2999999999997,NA,NA,NA,NQ
20,34,16,102,fill,550.8,513.3,455,496.5,566.6999999999999,I got to taste,the most authentic,gelato,"in Canada,",so I really enjoyed it.,0,FILL,FILL,FILL,"I got home yesterday from a week-long trip in Ottawa. You won't believe it! Apparently,",3333.7,NA,NA,NA,NQ
20,34,17,13,exp,551.2,450.1,467.4,516.8000000000001,713.5,Every,campsite,in Germany,"looked picturesque,",so there was plenty of choice.,0,INT-EM,EM,INT,I was flicking through a holiday brochure to find picturesque campsites to try out in Germany and other countries.,4283.1,looked,picturesque,NA,NQ
20,34,18,113,fill,1650.6000000000001,1318.8999999999999,563.6,435.90000000000003,612.7,I got to explore,the most convoluted,caves,"in Spain,",so it was a lovely time.,0,FILL,FILL,FILL,"I've just returned from a lovely two-week stay in Tenerife. I was really shocked. Allegedly,",3150.5,NA,NA,NA,NQ
20,34,19,106,fill,548.1,483.4,517.9,468.8,617.1,I did,the most difficult,trek,"in Brazil,",so it was a lovely time.,0,FILL,FILL,FILL,"I'm just back from a well-earned break in Rio de Janeiro. I'm really pleased! Apparently,",2549.9,NA,NA,NA,NQ
20,34,20,60,exp,582.8,553.4,577.5,566.6,882.9,Every,neighbourhood,seemed bustling,"in London,",so I knew just where to go.,1,EXT-NEM,NEM,EXT,I was checking out a guidebook to find suggestions for bustling neighbourhoods to explore in Tokyo and other cities.,8199.3,seemed,bustling,2547.6,1
20,34,21,95,fill,651.8000000000001,384.40000000000003,500.70000000000005,523.1,600.1,I went to,the very first,pub,"in England,",so I made some nice memories.,0,FILL,FILL,FILL,"I've just returned from a short vacation in Lancaster. I was really shocked. According to locals,",3638,NA,NA,NA,NQ
20,34,22,96,fill,704.7,471.4,466.8,499.40000000000003,682.6999999999999,I drank at,the trendiest,bar,"in Belgium,",so I really enjoyed it.,1,FILL,FILL,FILL,"I got home yesterday from a well-earned break in Bruges. You won't believe it! According to my friends,",3851.4,NA,NA,2098.9,1
20,34,23,54,exp,533.1,466.5,545.6,480.9,1313.3,Every,walk,in New York,"seemed easy,",so I had some deciding to do.,0,INT-NEM,NEM,INT,I was checking out a guidebook to find suggestions for easy walks to enjoy in Barcelona and other cities.,3133.5,seemed,easy,NA,NQ
20,34,24,100,fill,727.8,547.9000000000001,667.3,650.5,817.2,I arrived during,the best,time for skiing,"in Finland,",so I'm glad I went.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Lapland. I'm really pleased! According to my friends,",3369.4,NA,NA,NA,NQ
20,34,25,57,exp,725.8,467.1,500.90000000000003,631.1,806.6999999999999,Every,farm,in Greece,"looked eco-friendly,",so I booked straightaway.,0,INT-EM,EM,INT,I was watching a vlog for inspiration for eco-friendly farms to stay at in Greece and other countries.,6683,looked,eco-friendly,NA,NQ
20,34,26,83,fill,450.40000000000003,459.8,435.7,485.20000000000005,688.6999999999999,I rode,the biggest,rollercoaster,"in Malaga,",so I really enjoyed it.,1,FILL,FILL,FILL,"I've just returned from a lovely two-week stay in Spain. I was really shocked. According to locals,",3897.3,NA,NA,1783,1
20,34,27,48,exp,900.3,433.90000000000003,543.5,462.2,943.1,Every,castle,seemed well-maintained,"in Sydney,",so there was plenty of choice.,0,EXT-NEM,NEM,EXT,I was checking out a guidebook to find suggestions for well-maintained castles to try out in Istanbul and other cities.,6019.0999999999995,seemed,well-maintained,NA,NQ
20,34,28,119,fill,466.7,412.5,505.49999999999994,462.7,917.2,I got to enjoy,the most remote,hot spring,"in Hungary,",so it was a lovely time.,0,FILL,FILL,FILL,"I've just returned from a great holiday in Debrecen. I was really shocked. According to locals,",5184.1,NA,NA,NA,NQ
20,34,29,50,exp,578.8,510.2,584.2,500.4,1082.5,Every,temple,in Bangkok,"seemed fantastic,",so I knew just where to go.,0,INT-NEM,NEM,INT,I was on a website trying to find fantastic temples to explore in Sydney and other cities.,3567.2000000000003,seemed,fantastic,NA,NQ
20,34,30,118,fill,568,484.20000000000005,567.4,553.4,700.4,I walked along,the straightest,canal path,"in Wales,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a lovely two-week stay in Bangor. I'm really pleased! Apparently,",3317.8999999999996,NA,NA,NA,NQ
20,34,31,31,exp,687.2,398.1,432.3,416.6,566.6,Every,bridge,looked amazing,"in Argentina,",so I decided to go there.,0,EXT-EM,EM,EXT,I was flicking through a holiday brochure to find amazing bridges to visit in Argentina and other countries.,4048.4,looked,amazing,NA,NQ
20,34,32,85,fill,513.5,549.5,570.2,493.5,635.9,I went up,the newest,skyscraper,"in Istanbul,",so I made some nice memories.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Turkey. I'm really pleased! Allegedly,",2248.1,NA,NA,NA,NQ
20,34,33,7,exp,563,433.90000000000003,492.70000000000005,509.2,569.2,Every,museum,looked cool,"in Portugal,",so I booked straightaway.,0,EXT-EM,EM,EXT,I was flicking through a holiday brochure to find cool museums to visit in Portugal and other countries.,4016.7999999999997,looked,cool,NA,NQ
20,34,34,67,fill,442.7,425.8,464,902.5999999999999,533.8000000000001,I saw,the best views,views,"in Vienna,",so I really enjoyed it.,1,FILL,FILL,FILL,"I'm just back from a week-long trip in Austria. I'm really pleased! According to locals,",2793.2999999999997,NA,NA,2402.8999999999996,1
20,34,35,84,fill,453.40000000000003,417.4,433.59999999999997,420.4,626.6,I stayed at,the cleanest,hostel,"in Marrakesh,",so I'm glad I went.,0,FILL,FILL,FILL,"I got home yesterday from a great holiday in Morrocco. You won't believe it! According to my friends,",3784,NA,NA,NA,NQ
20,34,36,3,exp,466.3,467.2,339.8,434.40000000000003,701.3000000000001,Every,restaurant,looked fancy,"in Italy,",so there was plenty of choice.,0,EXT-EM,EM,EXT,I was watching a vlog for inspiration for fancy restaurants to try out in Italy and other countries.,4600.9000000000005,looked,fancy,NA,NQ
20,34,37,63,fill,488.09999999999997,465.4,633.4,500.6,762.1,I ate,the most expensive,pizza,"in Rome,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a lovely two-week stay in Italy. You won't believe it! According to locals,",3783.1,NA,NA,NA,NQ
20,34,38,93,fill,1614.7,400,434.40000000000003,436.3,588.4000000000001,I took,the highest,helicopter ride,"in Italy,",so I'm glad I went.,0,FILL,FILL,FILL,"I got home yesterday from a lovely two-week stay in Milan. You won't believe it! Allegedly,",4138,NA,NA,NA,NQ
20,34,39,56,exp,492.9,497.7,550.8,550.6,683.1,Every,statue,seemed famous,"in Leeds,",so I decided to go there.,0,EXT-NEM,NEM,EXT,I was on a website trying to find famous statues to visit in New York and other cities.,4448.1,seemed,famous,NA,NQ
20,34,40,59,exp,435.09999999999997,383.6,366.70000000000005,419.5,485.8,Every,trek,looked challenging,"in Thailand,",so I had some deciding to do.,1,EXT-EM,EM,EXT,I was reading a blog to get some ideas for challenging treks to enjoy in Thailand and other countries.,3167.5,looked,challenging,2593.2,1
20,34,41,17,exp,487.09999999999997,484.20000000000005,483.8,812.5,750.4,Every,guesthouse,in France,"looked old-fashioned,",so I booked straightaway.,0,INT-EM,EM,INT,I was reading a blog to get some ideas for old-fashioned guesthouses to stay at in France and other countries.,3963.4,looked,old-fashioned,NA,NQ
20,34,42,64,fill,545.6999999999999,496.2,527.5,484.70000000000005,597.0999999999999,I stayed at,the most luxurious,hotel,"in Berlin,",so I really enjoyed it.,1,FILL,FILL,FILL,"I'm just back from a great holiday in Germany. I'm really pleased! According to my friends,",3098.9,NA,NA,3581.3,1
20,34,43,74,fill,453.1,406.1,413.4,387.6,1200,I tasted,the most unique,beer,"in Melbourne,",so it was a lovely time.,0,FILL,FILL,FILL,"I've just returned from a great holiday in Australia. I was really shocked. Apparently,",2533.9,NA,NA,NA,NQ
20,34,44,6,exp,495.59999999999997,516.4,516.9,469.8,835.2,Every,monument,in Rome,"seemed interesting,",so I decided to go there.,1,INT-NEM,NEM,INT,I was checking out a guidebook to find suggestions for interesting monuments to visit in Edinburgh and other cities.,3232.7,seemed,interesting,2498.6000000000004,1
20,34,45,1,exp,456.3,411,429.8,435.90000000000003,535.5,Every,beach,in Spain,"looked beautiful,",so I decided to go there.,1,INT-EM,EM,INT,I was flicking through a holiday brochure to find beautiful beaches to visit in Spain and other countries.,2937.2,looked,beautiful,1750.6999999999998,1
20,34,46,66,fill,636.6,653.3,870.8000000000001,901,699.7,I got to see,the greenest,park,"in Brussels,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a well-earned break in Belgium. You won't believe it! Apparently,",2746.7999999999997,NA,NA,NA,NQ
20,34,47,41,exp,535.6999999999999,467.7,1153.1,1195.7,700.9,Every,waterfall,in Slovakia,"looked gorgeous,",so I decided to go there.,1,INT-EM,EM,INT,I was reading a blog to get some ideas for gorgeous waterfalls to visit in Slovakia and other countries.,4550.5,looked,gorgeous,2266.7999999999997,1
20,34,48,112,fill,450.40000000000003,402.8,368.09999999999997,402,567.1,I ate,the best,sushi,"in Japan,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a week-long trip in Kyoto. I'm really pleased! According to my friends,",3416.3,NA,NA,NA,NQ
20,34,49,18,exp,683.6,465.4,462.2,463.3,833.6,Every,café,in Belfast,"seemed cute,",so there was plenty of choice.,0,INT-NEM,NEM,INT,I was checking out a guidebook to find suggestions for cute cafés to try out in Glasgow and other cities.,3253.5,seemed,cute,NA,NQ
20,34,50,114,fill,583.8,416.9,403.1,534.1,1432.6000000000001,I bought food from,the oldest,market,"Morocco,",so I made some nice memories.,1,FILL,FILL,FILL,"I got home yesterday from a great holiday in Rabat. You won't believe it! Apparently,",3149.5,NA,NA,1967.7,1
20,34,51,35,exp,502.49999999999994,414.8,444,466.5,650.5,Every,palace,looked opulent,"in Sweden,",so I knew just where to go.,0,EXT-EM,EM,EXT,I was reading a blog to get some ideas for opulent palaces to explore in Sweden and other countries.,3647.2000000000003,looked,opulent,NA,NQ
20,34,52,29,exp,627.7,512.1,556.5,932.6,1250.3999999999999,Every,shop,in Hungary,"looked trendy,",so I had some deciding to do.,0,INT-EM,EM,INT,I was reading a blog to get some ideas for trendy shops to enjoy in Hungary and other countries.,4116,looked,trendy,NA,NQ
20,34,53,9,exp,632.8000000000001,570.2,530.2,513.2,686.4,Every,view,in Japan,"looked breathtaking,",so I had some deciding to do.,0,INT-EM,EM,INT,I was watching a vlog for inspiration for breathtaking views to enjoy in Japan and other countries.,3582.1,looked,breathtaking,NA,NQ
20,34,54,38,exp,468.8,462.5,518,517.4,650.8000000000001,Every,pub,in Zagreb,"seemed cosy,",so there was plenty of choice.,1,INT-NEM,NEM,INT,I was on a website trying to find cosy pubs to try out in Perth and other cities.,2532.2,seemed,cosy,1699,1
20,34,55,5,exp,800.5,1550,413.5,445.79999999999995,638.7,Every,market,in Scotland,"looked exciting,",so I knew just where to go.,0,INT-EM,EM,INT,I was reading a blog to get some ideas for exciting markets to explore in Scotland and other countries.,5716.700000000001,looked,exciting,NA,NQ
20,34,56,2,exp,415,395.8,350.6,435.59999999999997,516.7,Every,hostel,in Newcastle,"seemed quirky,",so I booked straightaway.,1,INT-NEM,NEM,INT,I was on a website trying to find quirky hostels to stay at in London and other cities.,3417.3,seemed,quirky,2070.5,1
20,34,57,103,fill,483.20000000000005,420.3,414.8,467.1,634.9,I bought,the most fashionable,jacket,"in Russia,",so it was a lovely time.,1,FILL,FILL,FILL,"I'm just back from a lovely two-week stay in St. Petersburg. I'm really pleased! According to locals,",3738.6,NA,NA,1681.8999999999999,1
20,34,58,43,exp,550.6,417.2,450.79999999999995,417,703,Every,delicacy,looked tasty,"in Venezuela,",so there was plenty of choice.,0,EXT-EM,EM,EXT,I was flicking through a holiday brochure to find tasty delicacies to try out in Venezuela and other countries.,4501.9,looked,tasty,NA,NQ
20,34,59,22,exp,412.8,416.5,381.7,503.6,514.2,Every,cottage,in Amsterdam,"seemed charming,",so I booked straightaway.,1,INT-NEM,NEM,INT,I was on a travel app researching charming cottages to stay at in Durham and other cities.,4133.7,seemed,charming,1868.4,1
20,34,60,21,exp,483.5,368.70000000000005,367.4,400,383.90000000000003,Every,building,in Switzerland,"looked unique,",so I decided to go there.,0,INT-EM,EM,INT,I was watching a vlog for inspiration for unique buildings to visit in Switzerland and other countries.,3151.1,looked,unique,NA,NQ
20,34,61,23,exp,500.09999999999997,429.20000000000005,493.4,446.90000000000003,520,Every,cruise,looked idyllic,"in Finland,",so there was plenty of choice.,0,EXT-EM,EM,EXT,I was reading a blog to get some ideas for idyllic cruises to try out in Finland and other countries.,3666.5,looked,idyllic,NA,NQ
20,34,62,109,fill,618.5,433.90000000000003,517,484.8,1353.5,I went on,the most scenic,boat trip,"in Greece,",so I'm glad I went.,0,FILL,FILL,FILL,"I'm just back from a great holiday in Corfu. I'm really pleased! Allegedly,",2514.8,NA,NA,NA,NQ
20,34,63,39,exp,529.8000000000001,434,351.7,484.5,897.5,Every,lake,looked pristine,"in Australia,",so I had some deciding to do.,0,EXT-EM,EM,EXT,I was watching a vlog for inspiration for pristine lakes to enjoy in Australia and other countries.,3429.8,looked,pristine,NA,NQ
20,34,64,44,exp,736.9,400.2,350.1,501.49999999999994,668.3,Every,sight,seemed picture-perfect,"in Berlin,",so I had some deciding to do.,0,EXT-NEM,NEM,EXT,I was on a website trying to find picture-perfect sights to enjoy in Cairo and other cities.,4863.1,seemed,picture-perfect,NA,NQ
20,34,65,14,exp,617.3,368.20000000000005,400.1,519.2,633.9,Every,tour,in Venice,"seemed relaxing,",so I had some deciding to do.,1,INT-NEM,NEM,INT,I was on a website trying to find relaxing tours to enjoy in Budapest and other cities.,3446.8,seemed,relaxing,2332,1
20,34,66,16,exp,495.2,467.9,581.3000000000001,583.4,965,Every,gallery,seemed high-end,"in Glasgow,",so I decided to go there.,1,EXT-NEM,NEM,EXT,I was on a travel app researching high-end galleries to visit in Venice and other cities.,3942.8999999999996,seemed,high-end,2167.8,1
20,34,67,77,fill,530,545.8,450.6,433.59999999999997,676.2,I sunbathed,the longest,beach,"in Mumbai,",so I'm glad I went.,0,FILL,FILL,FILL,"I've just returned from a week-long trip in India. I was really shocked. Allegedly,",2782.9,NA,NA,NA,NQ
20,34,68,79,fill,479.5,404.3,454,431.90000000000003,650.1,I tried,the best,ice-cream,"in Athens,",so I made some nice memories.,1,FILL,FILL,FILL,"I'm just back from a great holiday in Greece. I'm really pleased! According to locals,",2466.5,NA,NA,2093.4,1
20,34,69,68,fill,522.5999999999999,713,1266.3999999999999,402.6,566.6,I rode,the fastest,train,"in Rotterdam,",so I'm glad I went.,0,FILL,FILL,FILL,"I've just returned from a lovely two-week stay in The Netherlands. I was really shocked. According to my friends,",3787.3,NA,NA,NA,NQ
20,34,70,92,fill,601.1,433.40000000000003,418.6,470.4,534,I bathed in,the cleanest,sea,"in France,",so I really enjoyed it.,0,FILL,FILL,FILL,"I've just returned from a week-long trip in Nice. I was really shocked. According to my friends,",3204.4,NA,NA,NA,NQ
20,34,71,47,exp,918.6999999999999,467.1,416.5,426.4,1059.6000000000001,Every,chalet,looked pleasant,"in Denmark,",so I booked straightaway.,1,EXT-EM,EM,EXT,I was reading a blog to get some ideas for pleasant chalets to stay at in Denmark and other countries.,4130.200000000001,looked,pleasant,2071.5,1
20,34,72,72,fill,463.7,449.79999999999995,581.2,700.9,1136,I tried,the spiciest,noodles you can find,"in Vancouver,",so I made some nice memories.,1,FILL,FILL,FILL,"I got home yesterday from a week-long trip in Canada. You won't believe it! According to my friends,",3412.7000000000003,NA,NA,1998.3999999999999,1
20,34,73,69,fill,950,568.8,464.7,414.2,826.5,I was able to take photos of,the rarest,bird,"in Aberdeen,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a great holiday in Scotland. You won't believe it! Allegedly,",2954.2999999999997,NA,NA,NA,NQ
20,34,74,104,fill,796.8,417.2,420.3,500.8,662.9000000000001,I got a room at,the fanciest,boutique hotel,"in Australia,",so I made some nice memories.,1,FILL,FILL,FILL,"I've just returned from a great holiday in Perth. I was really shocked. According to my friends,",4337.7,NA,NA,2346,1
20,34,75,117,fill,833.2,570.6999999999999,563,484.9,704.4,I went to a gig by,the most famous,band,"in Ireland,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a week-long trip in Galway. You won't believe it! Allegedly,",3017.3,NA,NA,NA,NQ
20,34,76,20,exp,566.6999999999999,463,466,568.5,649.8000000000001,Every,church,seemed ornate,"in Durham,",so I knew just where to go.,1,EXT-NEM,NEM,EXT,I was on a website trying to find ornate churches to explore in Belfast and other cities.,4085,seemed,ornate,2148.8999999999996,1
20,34,77,90,fill,546.4,439.40000000000003,438.5,551.4,535.6999999999999,I ate,the nicest,cheese,"in Johannesburgh,",so it was a lovely time.,0,FILL,FILL,FILL,"I got home yesterday from a short vacation in South Africa. You won't believe it! Apparently,",3032.9,NA,NA,NA,NQ
20,34,78,120,fill,716.9,365.70000000000005,1084.4,529.2,868.5,I took,the most indirect,train journey,"in South Africa,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a short vacation in Cape Town. You won't believe it! According to my friends,",5230.6,NA,NA,NA,NQ
20,34,79,70,fill,421.20000000000005,416.6,434,500.70000000000005,496.5,I ate at,the poshest,restaurant,"in Helsinki,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Finland. I'm really pleased! Apparently,",2517,NA,NA,NA,NQ
20,34,80,52,exp,450.90000000000003,383.90000000000003,366.5,500.4,550,Every,lodge,seemed inexpensive,"in Barcelona,",so I booked straightaway.,0,EXT-NEM,NEM,EXT,I was on a travel app researching inexpensive lodges to stay at in Bangkok and other cities.,6368.1,seemed,inexpensive,NA,NQ
20,34,81,10,exp,3167.3,334,344.5,419.5,739.9,Every,canal,in Cardiff,"seemed lovely,",so I knew just where to go.,0,INT-NEM,NEM,INT,I was on a travel app researching lovely canals to explore in Gloucester and other cities.,4498.1,seemed,lovely,NA,NQ
20,34,82,51,exp,667.8,397.6,439.7,487.8,501.09999999999997,Every,brewery,looked exclusive,"in Canada,",so I decided to go there.,0,EXT-EM,EM,EXT,I was watching a vlog for inspiration for exclusive breweries to visit in Canada and other countries.,3759.9,looked,exclusive,NA,NQ
20,34,83,82,fill,500,551.3000000000001,533.5,403.9,582,I swam in,the largest,swimming pool,"in Tokyo,",so I made some nice memories.,1,FILL,FILL,FILL,"I'm just back from a week-long trip in Japan. I'm really pleased! Apparently,",2336.5,NA,NA,2817.7,1
20,34,84,49,exp,351.1,417.1,388.29999999999995,388.5,433.59999999999997,Every,fountain,in Turkey,"looked impressive,",so I had some deciding to do.,1,INT-EM,EM,INT,I was flicking through a holiday brochure to find impressive fountains to enjoy in Turkey and other countries.,7017.9,looked,impressive,2782.1,1
20,34,85,86,fill,513,1383.8999999999999,442.2,431.8,728,I walked across,the most famous,bridge,"in Lisbon,",so I really enjoyed it.,1,FILL,FILL,FILL,"I've just returned from a well-earned break in Portugal. I was really shocked. Apparently,",2783.4,NA,NA,1965.2,1
20,34,86,80,fill,646.7,499.8,437.3,399.5,582.6,I got to enjoy,the tastiest,curry,"in Bogotá,",so I really enjoyed it.,0,FILL,FILL,FILL,"I've just returned from a short vacation in Colombia. I was really shocked. According to my friends,",3147.9,NA,NA,NA,NQ
