Participant,Age,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,CompAcc,ExceptiveType,MAXRestrType,MAXRestr,MENRestrType,MENRestr,Context,ContextRT,LOOK_SEEM,Condition,ExceptivePosition,EXCEPTIVE,CompRT,has_comp
9,27,104,34,exp,300.3,314.09999999999997,295.20000000000005,307.8,444.40000000000003,Every,excursion,except those on the app,"seemed action-packed,",so I didn't know what to do.,0,MAX,app,on the app,city,in Bucharest,I was on a travel app researching action-packed excursions to enjoy in Bucharest and other cities.,6340.9000000000005,seemed,PRE-MAX,PRE,except those on the app,1487.3,1
9,27,105,56,exp,184.29999999999998,176.8,260.2,312.2,391.79999999999995,Every,statue,except those in New York,"seemed famous,",so I had some deciding to do.,1,MEN,brochure,in the brochure,city,in New York,I was flicking through a holiday brochure to find famous statues to visit in New York and other cities.,2704.1,seemed,PRE-MEN,PRE,except those in New York,1000.6999999999999,1
9,27,106,58,exp,267.5,229.8,311,362.20000000000005,346.3,Every,bistro,except those in the vlog,"seemed popular,",so I needed to do more research.,1,MAX,vlog,in the vlog,city,in Leeds,I was watching a vlog for inspiration for popular bistros to try out in Leeds and other cities.,3242.4,seemed,PRE-MAX,PRE,except those in the vlog,587.5,1
9,27,107,30,exp,447.6,276.7,202,181.29999999999998,450.40000000000003,Every,square,except those in the blog,"seemed busy,",so I needed to do more research.,1,MAX,blog,in the blog,city,in Florence,I was reading a blog to get some ideas for busy squares to explore in Florence and other cities.,7720,seemed,PRE-MAX,PRE,except those in the blog,941.5,1
9,27,108,112,fill,349.2,178.4,163,299.3,378.09999999999997,I ate,the best,sushi,"in Japan,",so I really enjoyed it.,1,FILL,country,in Kyoto,city,in Japan,"I'm just back from a week-long trip in Kyoto. I'm really pleased! According to my friends,",10386.699999999999,NA,FILL,FILL,FILL,1021.9,1
9,27,109,55,exp,226.39999999999998,285.7,175.6,177.7,395,Every,forest,looked sprawling,"except those in the blog,",so I needed to do more research.,1,MAX,blog,in the blog,country,in Austria,I was reading a blog to get some ideas for sprawling forests to explore in Austria and other countries.,2919.5,looked,PST-MAX,PST,except those in the blog,1337.2,1
9,27,110,99,fill,480.5,327.90000000000003,259,198.4,326,I got to look around,the most well-established,museum,"in Scotland,",so I really enjoyed it.,1,FILL,country,in Dundee,city,in Scotland,"I got home yesterday from a great holiday in Dundee. You won't believe it! According to locals,",2523.7,NA,FILL,FILL,FILL,937.2,1
9,27,111,111,fill,355.9,218.5,196.9,162.6,345.8,I got to experience,the most vibrant,nightlife,"in Thailand,",so I made some nice memories.,1,FILL,country,in Phuket,city,in Thailand,"I got home yesterday from a well-earned break in Phuket. You won't believe it! According to locals,",4510.799999999999,NA,FILL,FILL,FILL,821.2,1
9,27,112,54,exp,246.5,195.89999999999998,162.6,324.7,313.3,Every,walk,except those on the app,"seemed easy,",so I had some deciding to do.,1,MAX,app,on the app,city,in Barcelona,I was on a travel app researching easy walks to enjoy in Barcelona and other cities.,16088.999999999998,seemed,PRE-MAX,PRE,except those on the app,751.3,1
9,27,113,82,fill,346.4,464.5,316.40000000000003,268.6,362.59999999999997,I swam in,the largest,swimming pool,"in Tokyo,",so I made some nice memories.,1,FILL,city,in Japan,country,in Tokyo,"I'm just back from a week-long trip in Japan. I'm really pleased! Apparently,",13694.599999999999,NA,FILL,FILL,FILL,1788.1,1
9,27,114,45,exp,306.59999999999997,192.3,162.39999999999998,145.7,325.1,Every,lighthouse,looked magnificent,"except those in Mexico,",so I needed to do more research.,1,MEN,blog,in the blog,country,in Mexico,I was reading a blog to get some ideas for magnificent lighthouses to explore in Mexico and other countries.,4755.4,looked,PST-MEN,PST,except those in Mexico,1557.1,1
9,27,115,103,fill,380.40000000000003,344.9,210.5,528.8000000000001,428.09999999999997,I bought,the most fashionable,jacket,"in Russia,",so it was a lovely time.,1,FILL,country,in St. Petersburg,city,in Russia,"I'm just back from a lovely two-week stay in St. Petersburg. I'm really pleased! According to locals,",3487.6,NA,FILL,FILL,FILL,1076.1000000000001,1
9,27,116,76,fill,344.3,165.8,145.7,242.4,344.1,I visited,the smallest,coffee shop,"in São Paulo,",so I really enjoyed it.,1,FILL,city,in Brazil,country,in São Paulo,"I'm just back from a well-earned break in Brazil. I'm really pleased! According to my friends,",5156.3,NA,FILL,FILL,FILL,777.3,1
9,27,117,95,fill,390.1,309.5,164,178.79999999999998,210.9,I went to,the very first,pub,"in England,",so I made some nice memories.,1,FILL,country,in Lancaster,city,in England,"I've just returned from a short vacation in Lancaster. I was really shocked. According to locals,",3589.2,NA,FILL,FILL,FILL,1041.5,1
9,27,118,5,exp,402.2,282.6,195.70000000000002,191,343.8,Every,market,looked exciting,"except those in Scotland,",so I had some deciding to do.,1,MEN,blog,in the blog,country,in Scotland,I was reading a blog to get some ideas for exciting markets to explore in Scotland and other countries.,2264.8,looked,PST-MEN,PST,except those in Scotland,721.1999999999999,1
9,27,119,28,exp,433,296.3,192.1,366.8,504,Every,eatery,except those in Warsaw,"seemed funky,",so I had some deciding to do.,1,MEN,vlog,in the vlog,city,in Warsaw,I was watching a vlog for inspiration for funky eateries to try out in Warsaw and other cities.,3109.9,seemed,PRE-MEN,PRE,except those in Warsaw,1603.3,1
9,27,120,3,exp,250.9,144.3,201.5,251,328.1,Every,restaurant,looked fancy,"except those in the vlog,",so I didn't know what to do.,1,MAX,vlog,in the vlog,country,in Italy,I was watching a vlog for inspiration for fancy restaurants to try out in Italy and other countries.,8039.199999999999,looked,PST-MAX,PST,except those in the vlog,604.7,1
17,29,1,32,exp,649.7,332.3,698,478.7,811.2,Every,apartment,except those on the website,"seemed wonderful,",so I needed to do more research.,1,MAX,website,on the website,city,in Madrid,I was on a website trying to find wonderful apartments to stay at in Madrid and other cities.,3799.7000000000003,seemed,PRE-MAX,PRE,except those on the website,2647.5,1
17,29,2,58,exp,1474.1,415.2,620.5,666.8,1032.4,Every,bistro,except those in Leeds,"seemed popular,",so I needed to do more research.,1,MEN,vlog,in the vlog,city,in Leeds,I was watching a vlog for inspiration for popular bistros to try out in Leeds and other cities.,4451.2,seemed,PRE-MEN,PRE,except those in Leeds,2604.7,1
17,29,3,22,exp,531.4,503.6,654.4,702.5,983.1999999999999,Every,cottage,except those in Durham,"seemed charming,",so I needed to do more research.,1,MEN,website,on the website,city,in Durham,I was on a website trying to find charming cottages to stay at in Durham and other cities.,3249.4,seemed,PRE-MEN,PRE,except those in Durham,2885.2000000000003,1
17,29,4,93,fill,700.5,473.4,620.8000000000001,518.2,632.5,I took,the highest,helicopter ride,"in Italy,",so I'm glad I went.,1,FILL,country,in Milan,city,in Italy,"I got home yesterday from a lovely two-week stay in Milan. You won't believe it! Allegedly,",4383.7,NA,FILL,FILL,FILL,1684.5,1
17,29,5,87,fill,452.1,624,607.1,587.3000000000001,665.1,I sailed down,the widest,river,"in Dublin,",so it was a lovely time.,1,FILL,city,in Ireland,country,in Dublin,"I got home yesterday from a week-long trip in Ireland. You won't believe it! According to locals,",2519.2000000000003,NA,FILL,FILL,FILL,1805.7,1
17,29,6,95,fill,544.2,414.3,414.5,362,627.5,I went to,the very first,pub,"in England,",so I made some nice memories.,1,FILL,country,in Lancaster,city,in England,"I've just returned from a short vacation in Lancaster. I was really shocked. According to locals,",3021.3999999999996,NA,FILL,FILL,FILL,1857.1,1
17,29,7,38,exp,514.7,354.2,419.4,553.1,1712.6999999999998,Every,pub,except those in Perth,"seemed cosy,",so I had some deciding to do.,1,MEN,vlog,in the vlog,city,in Perth,I was watching a vlog for inspiration for cosy pubs to try out in Perth and other cities.,2754.1000000000004,seemed,PRE-MEN,PRE,except those in Perth,1907.7,1
17,29,8,55,exp,491.9,368.70000000000005,363.8,567.9,664.3,Every,forest,looked sprawling,"except those in Austria,",so I needed to do more research.,1,MEN,blog,in the blog,country,in Austria,I was reading a blog to get some ideas for sprawling forests to explore in Austria and other countries.,4407.3,looked,PST-MEN,PST,except those in Austria,2375.7000000000003,1
17,29,9,9,exp,405.1,363.20000000000005,316.8,649.2,622.6,Every,view,looked breathtaking,"except those on the app,",so I needed to do more research.,1,MAX,app,on the app,country,in Japan,I was on a travel app researching breathtaking views to enjoy in Japan and other countries.,2379.4,looked,PST-MAX,PST,except those on the app,1608.5,1
17,29,10,113,fill,624,248,1014.3,463.2,534,I got to explore,the most convoluted,caves,"in Spain,",so it was a lovely time.,1,FILL,country,in Tenerife,city,in Spain,"I've just returned from a lovely two-week stay in Tenerife. I was really shocked. Allegedly,",2835.3,NA,FILL,FILL,FILL,1658.3000000000002,1
17,29,11,4,exp,473.7,365.59999999999997,631.5,477.2,631.6,Every,park,except those on the app,"seemed nice,",so I needed to do more research.,1,MAX,app,on the app,city,in Newcastle,I was on a travel app researching nice parks to enjoy in Newcastle and other cities.,2211.6,seemed,PRE-MAX,PRE,except those on the app,2513.6,1
17,29,12,100,fill,444.1,436.90000000000003,414.8,378.5,524.3,I arrived during,the best,time for skiing,"in Finland,",so I'm glad I went.,1,FILL,country,in Lapland,city,in Finland,"I'm just back from a short vacation in Lapland. I'm really pleased! According to my friends,",2579.4,NA,FILL,FILL,FILL,1940.1,1
17,29,13,110,fill,472.1,430.5,446.40000000000003,412.9,650.5,I got to see,the most romantic,sunsets,"in Colombia,",so it was a lovely time.,1,FILL,country,in Cartagena,city,in Colombia,"I've just returned from a short vacation in Cartagena. I was really shocked. Apparently,",3392.9,NA,FILL,FILL,FILL,1844.1000000000001,1
17,29,14,83,fill,331.9,436.7,405,398.5,620.4,I rode,the biggest,rollercoaster,"in Malaga,",so I really enjoyed it.,1,FILL,city,in Spain,country,in Malaga,"I've just returned from a lovely two-week stay in Spain. I was really shocked. According to locals,",2647.2000000000003,NA,FILL,FILL,FILL,1982.6999999999998,1
17,29,15,14,exp,504.09999999999997,249.70000000000002,655.3,466.1,683.6999999999999,Every,tour,except those in Budapest,"seemed relaxing,",so I needed to do more research.,1,MEN,app,on the app,city,in Budapest,I was on a travel app researching relaxing tours to enjoy in Budapest and other cities.,4325.5,seemed,PRE-MEN,PRE,except those in Budapest,1938.7,1
17,29,16,88,fill,604.7,550.2,674.6999999999999,456.7,657.2,I got to stay in,the least well-known,area,"in Swansea,",so I made some nice memories.,0,FILL,city,in Wales,country,in Swansea,"I'm just back from a lovely two-week stay in Wales. I'm really pleased! According to my friends,",2932.1000000000004,NA,FILL,FILL,FILL,1825.7,1
17,29,17,10,exp,544.8,396.2,612.6,458.1,700.2,Every,canal,except those in Gloucester,"seemed lovely,",so I had some deciding to do.,1,MEN,blog,in the blog,city,in Gloucester,I was reading a blog to get some ideas for lovely canals to explore in Gloucester and other cities.,6858.1,seemed,PRE-MEN,PRE,except those in Gloucester,2042.5,1
17,29,18,81,fill,483.09999999999997,432.40000000000003,413.4,395.1,514.1,I visited,the most ancient,temple,"in Bangkok,",so it was a lovely time.,1,FILL,city,in Thailand,country,in Bangkok,"I got home yesterday from a well-earned break in Thailand. You won't believe it! Allegedly,",2180.1,NA,FILL,FILL,FILL,1880.6000000000001,1
17,29,19,1,exp,534.4,412.5,479.9,730.8,761.8000000000001,Every,beach,looked beautiful,"except those in the brochure,",so I needed to do more research.,1,MAX,brochure,in the brochure,country,in Spain,I was flicking through a holiday brochure to find beautiful beaches to visit in Spain and other countries.,4066.3,looked,PST-MAX,PST,except those in the brochure,2295.5,1
17,29,20,54,exp,519.3,387.7,579.7,480.1,461.7,Every,walk,except those in Barcelona,"seemed easy,",so I had some deciding to do.,1,MEN,app,on the app,city,in Barcelona,I was on a travel app researching easy walks to enjoy in Barcelona and other cities.,3351.7000000000003,seemed,PRE-MEN,PRE,except those in Barcelona,2205.5,1
17,29,21,44,exp,472.1,366,633.1,502,516.5999999999999,Every,sight,except those on the app,"seemed picture-perfect,",so I didn't know what to do.,1,MAX,app,on the app,city,in Cairo,I was on a travel app researching picture-perfect sights to enjoy in Cairo and other cities.,3078.6,seemed,PRE-MAX,PRE,except those on the app,2049.9,1
17,29,22,86,fill,403.8,245.7,495.8,447.6,495.59999999999997,I walked across,the most famous,bridge,"in Lisbon,",so I really enjoyed it.,1,FILL,city,in Portugal,country,in Lisbon,"I've just returned from a well-earned break in Portugal. I was really shocked. Apparently,",2334.2000000000003,NA,FILL,FILL,FILL,1691.6,1
17,29,23,34,exp,488.70000000000005,483.20000000000005,577.7,438.09999999999997,481.2,Every,excursion,except those in Bucharest,"seemed action-packed,",so I didn't know what to do.,1,MEN,app,on the app,city,in Bucharest,I was on a travel app researching action-packed excursions to enjoy in Bucharest and other cities.,3133.1000000000004,seemed,PRE-MEN,PRE,except those in Bucharest,3172.7,1
17,29,24,75,fill,640.2,486.9,471.6,499.8,787.8,I rented,the priciest,car available,"in Stockholm,",so I made some nice memories.,1,FILL,city,in Sweden,country,in Stockholm,"I got home yesterday from a short vacation in Sweden. You won't believe it! According to locals,",4499.7,NA,FILL,FILL,FILL,2059.2000000000003,1
17,29,25,5,exp,533.8000000000001,277,483.09999999999997,583.8,752.3,Every,market,looked exciting,"except those in the blog,",so I had some deciding to do.,1,MAX,blog,in the blog,country,in Scotland,I was reading a blog to get some ideas for exciting markets to explore in Scotland and other countries.,3840.1,looked,PST-MAX,PST,except those in the blog,1950.3,1
17,29,26,26,exp,518.3,211.2,609.1,211,603.6,Every,bar,except those in Prague,"seemed lively,",so I didn't know what to do.,1,MEN,brochure,in the brochure,city,in Prague,I was flicking through a holiday brochure to find lively bars to visit in Prague and other cities.,2784.1,seemed,PRE-MEN,PRE,except those in Prague,1972.6999999999998,1
17,29,27,70,fill,405.8,750.8000000000001,403.1,592.5,533.3,I ate at,the poshest,restaurant,"in Helsinki,",so I really enjoyed it.,1,FILL,city,in Finland,country,in Helsinki,"I'm just back from a short vacation in Finland. I'm really pleased! Apparently,",1784.4,NA,FILL,FILL,FILL,1792.4,1
17,29,28,107,fill,504.29999999999995,371,440.09999999999997,356.59999999999997,588.9,I enjoyed,the cheapest,vegan food,"in India,",so I made some nice memories.,1,FILL,country,in Delhi,city,in India,"I've just returned from a week-long trip in Delhi. I was really shocked. According to locals,",2403.7000000000003,NA,FILL,FILL,FILL,1588,1
17,29,29,63,fill,571.4,304.3,422.09999999999997,401.7,567.2,I ate,the most expensive,pizza,"in Rome,",so I made some nice memories.,1,FILL,city,in Italy,country,in Rome,"I got home yesterday from a lovely two-week stay in Italy. You won't believe it! According to locals,",6504.7,NA,FILL,FILL,FILL,1611.3999999999999,1
17,29,30,57,exp,523.5,201.8,483.20000000000005,525,574,Every,farm,looked eco-friendly,"except those on the website,",so I didn't know what to do.,1,MAX,website,on the website,country,in Greece,I was on a website trying to find eco-friendly farms to stay at in Greece and other countries.,2586.1,looked,PST-MAX,PST,except those on the website,2339,1
17,29,31,60,exp,505.70000000000005,319.29999999999995,420.59999999999997,413.8,502,Every,neighbourhood,except those in the blog,"seemed bustling,",so I didn't know what to do.,1,MAX,blog,in the blog,city,in Tokyo,I was reading a blog to get some ideas for bustling neighbourhoods to explore in Tokyo and other cities.,4235.299999999999,seemed,PRE-MAX,PRE,except those in the blog,2401.8,1
17,29,32,67,fill,1170,403.4,424.5,816,517.9,I saw,the best views,views,"in Vienna,",so I really enjoyed it.,1,FILL,city,in Austria,country,in Vienna,"I'm just back from a week-long trip in Austria. I'm really pleased! According to locals,",2022.8000000000002,NA,FILL,FILL,FILL,2187.2,1
17,29,33,77,fill,569.3000000000001,472.3,444.6,404.8,449.79999999999995,I sunbathed,the longest,beach,"in Mumbai,",so I'm glad I went.,1,FILL,city,in India,country,in Mumbai,"I've just returned from a week-long trip in India. I was really shocked. Allegedly,",4839.9,NA,FILL,FILL,FILL,1591.9,1
17,29,34,105,fill,502.49999999999994,385.79999999999995,410.3,410.7,484.3,I went down,the fastest,waterslide,"in Sweden,",so I really enjoyed it.,1,FILL,country,in Gothenburg,city,in Sweden,"I got home yesterday from a short vacation in Gothenburg. You won't believe it! Allegedly,",2816.9,NA,FILL,FILL,FILL,2224.7,1
17,29,35,2,exp,456.7,819.2,254.80000000000004,456.3,468.6,Every,hostel,except those in London,"seemed quirky,",so I had some deciding to do.,1,MEN,website,on the website,city,in London,I was on a website trying to find quirky hostels to stay at in London and other cities.,3267.9,seemed,PRE-MEN,PRE,except those in London,1710.1,1
17,29,36,16,exp,538.1,385.1,269.9,510.49999999999994,440.59999999999997,Every,gallery,except those in the brochure,"seemed high-end,",so I didn't know what to do.,1,MAX,brochure,in the brochure,city,in Venice,I was flicking through a holiday brochure to find high-end galleries to visit in Venice and other cities.,4103.5,seemed,PRE-MAX,PRE,except those in the brochure,1767.6000000000001,1
17,29,37,78,fill,535.4,202.5,474.1,394.3,575,I drank from,the most well-known,fountain,"in Bern,",so it was a lovely time.,1,FILL,city,in Switzerland,country,in Bern,"I got home yesterday from a lovely two-week stay in Switzerland. You won't believe it! Apparently,",9972.8,NA,FILL,FILL,FILL,1417.6,1
17,29,38,79,fill,362.9,205.1,410.9,369.59999999999997,517,I tried,the best,ice-cream,"in Athens,",so I made some nice memories.,1,FILL,city,in Greece,country,in Athens,"I'm just back from a great holiday in Greece. I'm really pleased! According to locals,",1735.5,NA,FILL,FILL,FILL,1129.5,1
17,29,39,98,fill,667.5,167.3,408.3,334.7,652.1,I was staying near,the oldest,university,"in The Netherlands,",so I made some nice memories.,1,FILL,country,in Utrecht,city,in The Netherlands,"I've just returned from a lovely two-week stay in Utrecht. I was really shocked. Apparently,",2221.9,NA,FILL,FILL,FILL,1720.6,1
17,29,40,116,fill,754.4,199.6,431.90000000000003,355.2,486.09999999999997,I was lucky enough to try,the finest,wine,"in Portugal,",so I'm glad I went.,1,FILL,country,in Madeira,city,in Portugal,"I've just returned from a well-earned break in Madeira. I was really shocked. According to my friends,",3060.6,NA,FILL,FILL,FILL,1516.3999999999999,1
17,29,41,117,fill,295.70000000000005,344.1,537.6999999999999,583.3000000000001,666.1,I went to a gig by,the most famous,band,"in Ireland,",so I made some nice memories.,1,FILL,country,in Galway,city,in Ireland,"I got home yesterday from a week-long trip in Galway. You won't believe it! Allegedly,",2084.4,NA,FILL,FILL,FILL,1519.9,1
17,29,42,89,fill,608,236.2,388.29999999999995,374.5,413.5,I had,the finest,seafood,"in Budapest,",so I really enjoyed it.,1,FILL,city,in Hungary,country,in Budapest,"I've just returned from a great holiday in Hungary. I was really shocked. Allegedly,",3118.7,NA,FILL,FILL,FILL,2102.3999999999996,1
17,29,43,65,fill,617.7,551.4,187.9,427.8,179.2,I'd booked in at,the oldest,B&B,"in York,",so it was a lovely time.,1,FILL,city,in England,country,in York,"I've just returned from a short vacation in England. I was really shocked. Allegedly,",2702.6,NA,FILL,FILL,FILL,1483.6000000000001,1
17,29,44,106,fill,535.4,717,734.4000000000001,794.9000000000001,934,I did,the most difficult,trek,"in Brazil,",so it was a lovely time.,1,FILL,country,in Rio de Janeiro,city,in Brazil,"I'm just back from a well-earned break in Rio de Janeiro. I'm really pleased! Apparently,",2603.1,NA,FILL,FILL,FILL,2317.8999999999996,1
17,29,45,29,exp,452.5,268,402.7,302,571,Every,shop,looked trendy,"except those on the app,",so I didn't know what to do.,1,MAX,app,on the app,country,in Hungary,I was on a travel app researching trendy shops to enjoy in Hungary and other countries.,4482.8,looked,PST-MAX,PST,except those on the app,1683.8999999999999,1
17,29,46,39,exp,984.4000000000001,437.09999999999997,517.5,401.7,367.8,Every,lake,looked pristine,"except those in Australia,",so I didn't know what to do.,1,MEN,app,on the app,country,in Australia,I was on a travel app researching pristine lakes to enjoy in Australia and other countries.,3959.4,looked,PST-MEN,PST,except those in Australia,1732,1
17,29,47,46,exp,351,340.6,522.1,369.7,501.49999999999994,Every,theatre,except those in Berlin,"seemed historic,",so I had some deciding to do.,1,MEN,brochure,in the brochure,city,in Berlin,I was flicking through a holiday brochure to find historic theatres to visit in Berlin and other cities.,2435.8,seemed,PRE-MEN,PRE,except those in Berlin,3017,1
17,29,48,99,fill,219.29999999999998,853.5,552.9,452.5,503.29999999999995,I got to look around,the most well-established,museum,"in Scotland,",so I really enjoyed it.,1,FILL,country,in Dundee,city,in Scotland,"I got home yesterday from a great holiday in Dundee. You won't believe it! According to locals,",2687.8,NA,FILL,FILL,FILL,1680.3,1
17,29,49,61,fill,1002.1999999999999,439.5,338.2,451.40000000000003,479.2,I climbed,the tallest,building,"in New York,",so I'm glad I went.,1,FILL,city,in the US,country,in New York,"I'm just back from a well-earned break in the US. I'm really pleased! Allegedly,",2651,NA,FILL,FILL,FILL,1501,1
17,29,50,52,exp,609.5,375.59999999999997,270.7,433.2,471.7,Every,lodge,except those on the website,"seemed inexpensive,",so I didn't know what to do.,1,MAX,website,on the website,city,in Bangkok,I was on a website trying to find inexpensive lodges to stay at in Bangkok and other cities.,3138.3999999999996,seemed,PRE-MAX,PRE,except those on the website,2383.7000000000003,1
17,29,51,43,exp,446.1,171.9,431.7,334.7,527.6999999999999,Every,delicacy,looked tasty,"except those in Venezuela,",so I had some deciding to do.,1,MEN,vlog,in the vlog,country,in Venezuela,I was watching a vlog for inspiration for tasty delicacies to try out in Venezuela and other countries.,4233,looked,PST-MEN,PST,except those in Venezuela,1928.1,1
17,29,52,84,fill,376.40000000000003,401.5,218.20000000000002,388.79999999999995,434.8,I stayed at,the cleanest,hostel,"in Marrakesh,",so I'm glad I went.,1,FILL,city,in Morrocco,country,in Marrakesh,"I got home yesterday from a great holiday in Morrocco. You won't believe it! According to my friends,",2458.1,NA,FILL,FILL,FILL,1766.8,1
17,29,53,37,exp,1488.8,298.70000000000005,384.40000000000003,543.9000000000001,652.9000000000001,Every,villa,looked stunning,"except those on the website,",so I needed to do more research.,1,MAX,website,on the website,country,in Egypt,I was on a website trying to find stunning villas to stay at in Egypt and other countries.,305.9,looked,PST-MAX,PST,except those on the website,1369.5,1
17,29,54,74,fill,202.7,653.5,423.59999999999997,402.6,428.09999999999997,I tasted,the most unique,beer,"in Melbourne,",so it was a lovely time.,1,FILL,city,in Australia,country,in Melbourne,"I've just returned from a great holiday in Australia. I was really shocked. Apparently,",1684.5,NA,FILL,FILL,FILL,1333.5,1
17,29,55,31,exp,435.5,208,451.5,303.9,392.1,Every,bridge,looked amazing,"except those in Argentina,",so I didn't know what to do.,1,MEN,brochure,in the brochure,country,in Argentina,I was flicking through a holiday brochure to find amazing bridges to visit in Argentina and other countries.,2286,looked,PST-MEN,PST,except those in Argentina,1418.1999999999998,1
17,29,56,42,exp,212.60000000000002,386.90000000000003,485.70000000000005,200.4,523.5,Every,barge,except those in Krakow,"seemed spacious,",so I didn't know what to do.,1,MEN,website,on the website,city,in Krakow,I was on a website trying to find spacious barges to stay at in Krakow and other cities.,2382.8,seemed,PRE-MEN,PRE,except those in Krakow,1616.7,1
17,29,57,51,exp,488.70000000000005,217.1,387.1,323.90000000000003,468,Every,brewery,looked exclusive,"except those in Canada,",so I had some deciding to do.,1,MEN,brochure,in the brochure,country,in Canada,I was flicking through a holiday brochure to find exclusive breweries to visit in Canada and other countries.,2699.3999999999996,looked,PST-MEN,PST,except those in Canada,1515.6000000000001,1
17,29,58,8,exp,567.6999999999999,167.6,195.8,512.3,316.09999999999997,Every,hotel,except those in the vlog,"seemed luxurious,",so I didn't know what to do.,1,MAX,vlog,in the vlog,city,in Rome,I was watching a vlog for inspiration for luxurious hotels to try out in Rome and other cities.,2338.5,seemed,PRE-MAX,PRE,except those in the vlog,1842.5,1
17,29,59,40,exp,524.5,166.6,287,372,449.7,Every,garden,except those in the blog,"seemed colourful,",so I needed to do more research.,0,MAX,blog,in the blog,city,in Zagreb,I was reading a blog to get some ideas for colourful gardens to explore in Zagreb and other cities.,2621.2,seemed,PRE-MAX,PRE,except those in the blog,2446.8,1
17,29,60,33,exp,438.40000000000003,154.5,208,484,516.5,Every,zoo,looked responsible,"except those in the vlog,",so I had some deciding to do.,1,MAX,vlog,in the vlog,country,in Thailand,I was watching a vlog for inspiration for responsible zoos to try out in Thailand and other countries.,2532.7000000000003,looked,PST-MAX,PST,except those in the vlog,1834.6,1
17,29,61,92,fill,220.20000000000002,610.6,488.09999999999997,374.2,396.6,I bathed in,the cleanest,sea,"in France,",so I really enjoyed it.,1,FILL,country,in Nice,city,in France,"I've just returned from a week-long trip in Nice. I was really shocked. According to my friends,",2908.4,NA,FILL,FILL,FILL,1670.7,1
17,29,62,41,exp,377.8,241.5,400.6,251.3,578.4,Every,waterfall,looked gorgeous,"except those in the brochure,",so I had some deciding to do.,1,MAX,brochure,in the brochure,country,in Slovakia,I was flicking through a holiday brochure to find gorgeous waterfalls to visit in Slovakia and other countries.,2467.6,looked,PST-MAX,PST,except those in the brochure,2135.6000000000004,1
17,29,63,45,exp,641.4,216.9,209.2,304.9,516.2,Every,lighthouse,looked magnificent,"except those in the blog,",so I needed to do more research.,1,MAX,blog,in the blog,country,in Mexico,I was reading a blog to get some ideas for magnificent lighthouses to explore in Mexico and other countries.,5543.3,looked,PST-MAX,PST,except those in the blog,1483.6000000000001,1
17,29,64,96,fill,501.29999999999995,232.5,470.1,428.9,453.29999999999995,I drank at,the trendiest,bar,"in Belgium,",so I really enjoyed it.,1,FILL,country,in Bruges,city,in Belgium,"I got home yesterday from a well-earned break in Bruges. You won't believe it! According to my friends,",3602.1,NA,FILL,FILL,FILL,1466,1
17,29,65,103,fill,888.5999999999999,137.3,385.29999999999995,319.79999999999995,470.1,I bought,the most fashionable,jacket,"in Russia,",so it was a lovely time.,1,FILL,country,in St. Petersburg,city,in Russia,"I'm just back from a lovely two-week stay in St. Petersburg. I'm really pleased! According to locals,",3674,NA,FILL,FILL,FILL,1794.1000000000001,1
17,29,66,53,exp,584.4,178.1,484.4,652.6999999999999,545.8,Every,rollercoaster,looked thrilling,"except those in the vlog,",so I needed to do more research.,1,MAX,vlog,in the vlog,country,in Belgium,I was watching a vlog for inspiration for thrilling rollercoasters to try out in Belgium and other countries.,3488.4,looked,PST-MAX,PST,except those in the vlog,1483.5,1
17,29,67,101,fill,534.9000000000001,387.2,254.1,269.5,516.9,I took a boat trip on,the deepest,lake,"in China,",so I made some nice memories.,1,FILL,country,in Beijing,city,in China,"I've just returned from a well-earned break in Beijing. I was really shocked. Allegedly,",2183.8,NA,FILL,FILL,FILL,1846,1
17,29,68,71,fill,479.3,346.1,342.2,434.5,484.59999999999997,I was staying in,the most modern,appartment block,"in Shanghai,",so it was a lovely time.,1,FILL,city,in China,country,in Shanghai,"I've just returned from a well-earned break in China. I was really shocked. According to locals,",2555.1,NA,FILL,FILL,FILL,1376.4,1
17,29,69,11,exp,347.2,285.6,275.3,736.8,713.3000000000001,Every,village,looked quaint,"except those in Slovenia,",so I didn't know what to do.,1,MEN,brochure,in the brochure,country,in Slovenia,I was flicking through a holiday brochure to find quaint vilages to visit in Slovenia and other countries.,2737.2000000000003,looked,PST-MEN,PST,except those in Slovenia,1470.9,1
17,29,70,66,fill,472.9,284.5,460.8,486.59999999999997,529.3,I got to see,the greenest,park,"in Brussels,",so I made some nice memories.,1,FILL,city,in Belgium,country,in Brussels,"I got home yesterday from a well-earned break in Belgium. You won't believe it! Apparently,",2302.8,NA,FILL,FILL,FILL,1593,1
17,29,71,69,fill,1018.8999999999999,209.2,1033.3000000000002,551,552.3000000000001,I was able to take photos of,the rarest,bird,"in Aberdeen,",so I made some nice memories.,1,FILL,city,in Scotland,country,in Aberdeen,"I got home yesterday from a great holiday in Scotland. You won't believe it! Allegedly,",3320.2,NA,FILL,FILL,FILL,1134.8,1
17,29,72,109,fill,647,155.29999999999998,554.6999999999999,504.29999999999995,536.5999999999999,I went on,the most scenic,boat trip,"in Greece,",so I'm glad I went.,1,FILL,country,in Corfu,city,in Greece,"I'm just back from a great holiday in Corfu. I'm really pleased! Allegedly,",2094.2,NA,FILL,FILL,FILL,1937.8,1
