Participant,Age,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,CompAcc,ExceptiveType,MAXRestrType,MAXRestr,MENRestrType,MENRestr,Context,ContextRT,LOOK_SEEM,Condition,ExceptivePosition,EXCEPTIVE,CompRT,has_comp
60,32,89,45,exp,320.7,233.299999,234.8,268.5,334.2,Every,lighthouse,looked magnificent,"except those in Mexico,",so I needed to do more research.,1,MEN,blog,in the blog,country,in Mexico,I was reading a blog to get some ideas for magnificent lighthouses to explore in Mexico and other countries.,29177.5,looked,PST-MEN,PST,except those in Mexico,2277.900001,1
60,32,90,49,exp,215,314.90000000000003,231.599999,289,485.90000100000003,Every,fountain,looked impressive,"except those in Turkey,",so I didn't know what to do.,1,MEN,app,on the app,country,in Turkey,I was on a travel app researching impressive fountains to enjoy in Turkey and other countries.,4265.200001,looked,PST-MEN,PST,except those in Turkey,1827,1
60,32,91,58,exp,281.40000100000003,165.400001,199.4,334.900001,560.6999999999999,Every,bistro,except those in the vlog,"seemed popular,",so I needed to do more research.,1,MAX,vlog,in the vlog,city,in Leeds,I was watching a vlog for inspiration for popular bistros to try out in Leeds and other cities.,4312.099999,seemed,PRE-MAX,PRE,except those in the vlog,2208.2000000000003,1
60,32,92,69,fill,602.9,333.7,384.29999999999995,456.9,470.5,I was able to take photos of,the rarest,bird,"in Aberdeen,",so I made some nice memories.,1,FILL,city,in Scotland,country,in Aberdeen,"I got home yesterday from a great holiday in Scotland. You won't believe it! Allegedly,",1456.5,NA,FILL,FILL,FILL,1712.9,1
60,32,93,11,exp,334.2,284,332.6,370.700001,484,Every,village,looked quaint,"except those in the brochure,",so I didn't know what to do.,1,MAX,brochure,in the brochure,country,in Slovenia,I was flicking through a holiday brochure to find quaint vilages to visit in Slovenia and other countries.,2805.8999999999996,looked,PST-MAX,PST,except those in the brochure,2054.7,1
60,32,94,50,exp,233,236.7,279.6,353.7,568.0999989999999,Every,temple,except those in the blog,"seemed fantastic,",so I needed to do more research.,1,MAX,blog,in the blog,city,in Sydney,I was reading a blog to get some ideas for fantastic temples to explore in Sydney and other cities.,2710.4,seemed,PRE-MAX,PRE,except those in the blog,1626.7,1
60,32,95,6,exp,329.79999999999995,201.3,265.79999999999995,315.7,462.7,Every,monument,except those in the brochure,"seemed interesting,",so I didn't know what to do.,1,MAX,brochure,in the brochure,city,in Edinburgh,I was flicking through a holiday brochure to find interesting monuments to visit in Edinburgh and other cities.,3525.4,seemed,PRE-MAX,PRE,except those in the brochure,1833.599999,1
60,32,96,53,exp,318.5,199.4,282.3,301.3,469.3,Every,rollercoaster,looked thrilling,"except those in Belgium,",so I needed to do more research.,1,MEN,vlog,in the vlog,country,in Belgium,I was watching a vlog for inspiration for thrilling rollercoasters to try out in Belgium and other countries.,4775.8,looked,PST-MEN,PST,except those in Belgium,2456,1
60,32,97,67,fill,451.29999999999995,320.40000000000003,365.59999999999997,481.79999899999996,570.8,I saw,the best views,views,"in Vienna,",so I really enjoyed it.,1,FILL,city,in Austria,country,in Vienna,"I'm just back from a week-long trip in Austria. I'm really pleased! According to locals,",1603.5,NA,FILL,FILL,FILL,1764.3999999999999,1
60,32,98,94,fill,417.3,684.599999,680.1,488,636.9,I paraglided over,the most beautiful,spot,"in Germany,",so it was a lovely time.,1,FILL,country,in Frankfurt,city,in Germany,"I'm just back from a great holiday in Frankfurt. I'm really pleased! Apparently,",1457.900001,NA,FILL,FILL,FILL,2272.700001,1
60,32,99,25,exp,320.90000000000003,290,268.2,301.70000000000005,521.3,Every,river,looked soothing,"except those in Norway,",so I had some deciding to do.,1,MEN,blog,in the blog,country,in Norway,I was reading a blog to get some ideas for soothing rivers to explore in Norway and other countries.,3557.200001,looked,PST-MEN,PST,except those in Norway,2035.4,1
60,32,100,23,exp,300.20000000000005,257.099999,213.10000000000002,349,432.59999999999997,Every,cruise,looked idyllic,"except those in the vlog,",so I had some deciding to do.,1,MAX,vlog,in the vlog,country,in Finland,I was watching a vlog for inspiration for idyllic cruises to try out in Finland and other countries.,3558.6000000000004,looked,PST-MAX,PST,except those in the vlog,2030.099999,1
60,32,101,74,fill,367,435.90000000000003,354.5,415.599999,501.79999900000007,I tasted,the most unique,beer,"in Melbourne,",so it was a lovely time.,1,FILL,city,in Australia,country,in Melbourne,"I've just returned from a great holiday in Australia. I was really shocked. Apparently,",4011,NA,FILL,FILL,FILL,2018.4,1
60,32,102,81,fill,417.4,311.5,369.2,469.40000100000003,432.2,I visited,the most ancient,temple,"in Bangkok,",so it was a lovely time.,1,FILL,city,in Thailand,country,in Bangkok,"I got home yesterday from a well-earned break in Thailand. You won't believe it! Allegedly,",9756.6,NA,FILL,FILL,FILL,1665.099999,1
60,32,103,114,fill,416.1,399.2,433.099999,416.599999,533.9000000000001,I bought food from,the oldest,market,"in Morocco,",so I made some nice memories.,1,FILL,country,in Rabat,city,in Morocco,"I got home yesterday from a great holiday in Rabat. You won't believe it! Apparently,",30380.600000000002,NA,FILL,FILL,FILL,2049.099999,1
60,32,104,116,fill,730.099999,452,503.29999999999995,501.90000000000003,530.5,I was lucky enough to try,the finest,wine,"in Portugal,",so I'm glad I went.,1,FILL,country,in Madeira,city,in Portugal,"I've just returned from a well-earned break in Madeira. I was really shocked. According to my friends,",1606.6000000000001,NA,FILL,FILL,FILL,1755.5,1
60,32,105,99,fill,398.2,570.6999999999999,702.7,435.5,536.599999,I got to look around,the most well-established,museum,"in Scotland,",so I really enjoyed it.,1,FILL,country,in Dundee,city,in Scotland,"I got home yesterday from a great holiday in Dundee. You won't believe it! According to locals,",2721.2000000000003,NA,FILL,FILL,FILL,1770.3,1
60,32,106,68,fill,470.2,352,313.8,368.3,452.6,I rode,the fastest,train,"in Rotterdam,",so I'm glad I went.,1,FILL,city,in The Netherlands,country,in Rotterdam,"I've just returned from a lovely two-week stay in The Netherlands. I was really shocked. According to my friends,",12893.4,NA,FILL,FILL,FILL,1351.5,1
60,32,107,70,fill,387.6,426.5,368.20000000000005,382.5,468.59999899999997,I ate at,the poshest,restaurant,"in Helsinki,",so I really enjoyed it.,1,FILL,city,in Finland,country,in Helsinki,"I'm just back from a short vacation in Finland. I'm really pleased! Apparently,",2003.8999999999999,NA,FILL,FILL,FILL,1763.2,1
60,32,108,27,exp,387,284.8,249,334.900001,468.09999899999997,Every,cabin,looked peaceful,"except those on the website,",so I needed to do more research.,1,MAX,website,on the website,country,in Poland,I was on a website trying to find peaceful cabins to stay at in Poland and other countries.,3189.4,looked,PST-MAX,PST,except those on the website,1811.9,1
60,32,109,104,fill,435.09999999999997,425.599999,360.40000100000003,543.6,636.5,I got a room at,the fanciest,boutique hotel,"in Australia,",so I made some nice memories.,1,FILL,country,in Perth,city,in Australia,"I've just returned from a great holiday in Perth. I was really shocked. According to my friends,",1953.7,NA,FILL,FILL,FILL,1875.6999999999998,1
60,32,110,96,fill,522.2,385.29999999999995,370.2,350.7,715.299999,I drank at,the trendiest,bar,"in Belgium,",so I really enjoyed it.,1,FILL,country,in Bruges,city,in Belgium,"I got home yesterday from a well-earned break in Bruges. You won't believe it! According to my friends,",3075.2000000000003,NA,FILL,FILL,FILL,1556.8,1
60,32,111,51,exp,353.8,218,217.900001,249.5,391.400001,Every,brewery,looked exclusive,"except those in the brochure,",so I had some deciding to do.,1,MAX,brochure,in the brochure,country,in Canada,I was flicking through a holiday brochure to find exclusive breweries to visit in Canada and other countries.,8268.7,looked,PST-MAX,PST,except those in the brochure,2095.2000009999997,1
60,32,112,78,fill,502.49999999999994,398.4,432.799999,385.2,433.599999,I drank from,the most well-known,fountain,"in Bern,",so it was a lovely time.,1,FILL,city,in Switzerland,country,in Bern,"I got home yesterday from a lovely two-week stay in Switzerland. You won't believe it! Apparently,",10252.3,NA,FILL,FILL,FILL,1843.5,1
60,32,113,101,fill,435.59999999999997,886.5,547.599999,455.1,598.599999,I took a boat trip on,the deepest,lake,"in China,",so I made some nice memories.,1,FILL,country,in Beijing,city,in China,"I've just returned from a well-earned break in Beijing. I was really shocked. Allegedly,",3275.1,NA,FILL,FILL,FILL,1811.1,1
60,32,114,72,fill,433.5,315.099999,386.29999999999995,765.4000010000001,462.1,I tried,the spiciest,noodles you can find,"in Vancouver,",so I made some nice memories.,1,FILL,city,in Canada,country,in Vancouver,"I got home yesterday from a week-long trip in Canada. You won't believe it! According to my friends,",1891.7,NA,FILL,FILL,FILL,1577.3999999999999,1
60,32,115,60,exp,488.59999999999997,232.5,216.29999999999998,366.5,351.8,Every,neighbourhood,except those in Tokyo,"seemed bustling,",so I didn't know what to do.,1,MEN,blog,in the blog,city,in Tokyo,I was reading a blog to get some ideas for bustling neighbourhoods to explore in Tokyo and other cities.,5445.900001,seemed,PRE-MEN,PRE,except those in Tokyo,1543.900001,1
60,32,116,71,fill,486.099999,498.599999,502.59999899999997,536.9000000000001,503.299999,I was staying in,the most modern,appartment block,"in Shanghai,",so it was a lovely time.,1,FILL,city,in China,country,in Shanghai,"I've just returned from a well-earned break in China. I was really shocked. According to locals,",1802.8,NA,FILL,FILL,FILL,2125.799999,1
60,32,117,59,exp,401.5,315.700001,260.79999999999995,287.3,433,Every,trek,looked challenging,"except those on the app,",so I had some deciding to do.,1,MAX,app,on the app,country,in Indonesia,I was on a travel app researching challenging treks to enjoy in Indonesia and other countries.,4193.099999,looked,PST-MAX,PST,except those on the app,2098.9,1
60,32,118,14,exp,362.8,635.5,282.90000100000003,401.6,417.7,Every,tour,except those on the app,"seemed relaxing,",so I needed to do more research.,1,MAX,app,on the app,city,in Budapest,I was on a travel app researching relaxing tours to enjoy in Budapest and other cities.,3144.8999999999996,seemed,PRE-MAX,PRE,except those on the app,2080.400001,1
60,32,119,21,exp,297.09999999999997,336.7,299.8,350.6,477.700001,Every,building,looked unique,"except those in Switzerland,",so I didn't know what to do.,1,MEN,brochure,in the brochure,country,in Switzerland,I was flicking through a holiday brochure to find unique buildings to visit in Switzerland and other countries.,4495.400001,looked,PST-MEN,PST,except those in Switzerland,2145.900001,1
60,32,120,44,exp,318.900001,233,203.2,347.6,416.2,Every,sight,except those in Cairo,"seemed picture-perfect,",so I didn't know what to do.,1,MEN,app,on the app,city,in Cairo,I was on a travel app researching picture-perfect sights to enjoy in Cairo and other cities.,3809.4,seemed,PRE-MEN,PRE,except those in Cairo,2183.2,1
10,31,1,29,exp,863.5,348.7,854,566.5,690.1,Every,shop,except those on the app,"looked trendy,",so I didn't know what to do.,1,MAX,app,on the app,country,in Hungary,I was on a travel app researching trendy shops to enjoy in Hungary and other countries.,4115.1,looked,PRE-MAX,PRE,except those on the app,1743.8,1
10,31,2,5,exp,544.4,389.6,720.7,683.4,879.1,Every,market,except those in the blog,"looked exciting,",so I had some deciding to do.,1,MAX,blog,in the blog,country,in Scotland,I was reading a blog to get some ideas for exciting markets to explore in Scotland and other countries.,6015.1,looked,PRE-MAX,PRE,except those in the blog,1327.9,1
10,31,3,87,fill,613.9,440.7,405.3,395.5,787.4,I sailed down,the widest,river,"in Dublin,",so it was a lovely time.,1,FILL,city,in Ireland,country,in Dublin,"I got home yesterday from a week-long trip in Ireland. You won't believe it! According to locals,",3062.3,NA,FILL,FILL,FILL,1499.4,1
10,31,4,26,exp,536,333.1,478.1,823.5,788.2,Every,bar,seemed lively,"except those in the brochure,",so I didn't know what to do.,1,MAX,brochure,in the brochure,city,in Prague,I was flicking through a holiday brochure to find lively bars to visit in Prague and other cities.,3735.3999999999996,seemed,PST-MAX,PST,except those in the brochure,1305,1
10,31,5,61,fill,616.3,391.1,460.9,395.5,649.4,I climbed,the tallest,building,"in New York,",so I'm glad I went.,1,FILL,city,in the US,country,in New York,"I'm just back from a well-earned break in the US. I'm really pleased! Allegedly,",2900.2,NA,FILL,FILL,FILL,1471.3,1
10,31,6,21,exp,534.9000000000001,411.2,847.3000000000001,600.9,818.2,Every,building,except those in the brochure,"looked unique,",so I didn't know what to do.,1,MAX,brochure,in the brochure,country,in Switzerland,I was flicking through a holiday brochure to find unique buildings to visit in Switzerland and other countries.,3566.6000000000004,looked,PRE-MAX,PRE,except those in the brochure,1874.2,1
10,31,7,1,exp,418.5,323.29999999999995,638.1,461.3,995.4,Every,beach,except those in the brochure,"looked beautiful,",so I needed to do more research.,1,MAX,brochure,in the brochure,country,in Spain,I was flicking through a holiday brochure to find beautiful beaches to visit in Spain and other countries.,3325.6,looked,PRE-MAX,PRE,except those in the brochure,1768.5,1
10,31,8,9,exp,620.5,366.8,790.1,612.1,798.1,Every,view,except those on the app,"looked breathtaking,",so I needed to do more research.,1,MAX,app,on the app,country,in Japan,I was on a travel app researching breathtaking views to enjoy in Japan and other countries.,2782.5,looked,PRE-MAX,PRE,except those on the app,1651.3,1
10,31,9,51,exp,879.1999999999999,302.4,603.4000000000001,485.5,798.6,Every,brewery,except those in Canada,"looked exclusive,",so I had some deciding to do.,1,MEN,brochure,in the brochure,country,in Canada,I was flicking through a holiday brochure to find exclusive breweries to visit in Canada and other countries.,4249.4,looked,PRE-MEN,PRE,except those in Canada,1478,1
10,31,10,55,exp,601.7,361.70000000000005,534.1,605.3,555.6999999999999,Every,forest,except those in Austria,"looked sprawling,",so I needed to do more research.,0,MEN,blog,in the blog,country,in Austria,I was reading a blog to get some ideas for sprawling forests to explore in Austria and other countries.,4382.3,looked,PRE-MEN,PRE,except those in Austria,4432.2,1
10,31,11,77,fill,805.6,568.4,452.40000000000003,581.4,788.9000000000001,I sunbathed,the longest,beach,"in Mumbai,",so I'm glad I went.,1,FILL,city,in India,country,in Mumbai,"I've just returned from a week-long trip in India. I was really shocked. Allegedly,",3663.1,NA,FILL,FILL,FILL,1113.5,1
10,31,12,35,exp,439.7,345.2,622.3,589.7,572.9,Every,palace,except those in Sweden,"looked opulent,",so I needed to do more research.,1,MEN,blog,in the blog,country,in Sweden,I was reading a blog to get some ideas for opulent palaces to explore in Sweden and other countries.,4045.4,looked,PRE-MEN,PRE,except those in Sweden,1395.8999999999999,1
